ManagementPackId,WorkflowId,WorkflowType,OverrideParameterName,OverrideParameterType,DefaultValue,Essentials,Balanced,Full,Notes
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.RedoneBytesPerSecond,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.RecentMessagesPerSecond,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.RecentMessagesPerSecond,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.FlowControlPerSecond,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.FlowControlPerSecond,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.ReceivesFromReplicaPerSecond,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.ReceivesFromReplicaPerSecond,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.TotalLogRequiringUndo,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.TotalLogRequiringUndo,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.BytesSentToReplicaPerSecond,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.BytesSentToReplicaPerSecond,Rule,Frequency,int,900,800,700,500,Increased Frequency
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.RedoBlockedSec,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.RedoBlockedSec,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.BytesReceivedFromReplicaPerSecond,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.BytesReceivedFromReplicaPerSecond,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.SendsToTransportPerSecond,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.SendsToTransportPerSecond,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.DatabaseReplicaWarningPolicyStateMonitor,UnitMonitor,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.DatabaseReplicaWarningPolicyStateMonitor,UnitMonitor,PolicyName,string,Targeted Property,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.LogBytesReceivedPerSecond,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.DatabaseReplicaWarningPolicyStateMonitor,UnitMonitor,Interval,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.LogBytesReceivedPerSecond,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.TransactionDelay,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.RedoBytesRemaining,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.BytesSentToTransportPerSecond,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.BytesSentToTransportPerSecond,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.MirroredWriteTransactionsPerSecond,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.MirroredWriteTransactionsPerSecond,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityGroupFailed,Rule,Enabled,bool,FALSE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityGroupFailed,Rule,Severity,int,1,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityGroupFailed,Rule,Priority,int,1,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.FlowControlTimeSeconds,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.FlowControlTimeSeconds,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.RecoveryQueue,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.RecoveryQueue,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.LogRemainingForUndo,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.LogRemainingForUndo,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.SendsToReplicaPerSecond,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.SendsToReplicaPerSecond,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.FileBytesReceivedPerSecond,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.FileBytesReceivedPerSecond,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityReplicaRoleChanged,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityReplicaRoleChanged,Rule,Severity,int,1,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityReplicaRoleChanged,Rule,Priority,int,1,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.LogSendQueue,Rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.LogSendQueue,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.TransactionDelay,Rule,Frequency,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.DatabaseReplicaWarningPolicyStateMonitor,UnitMonitor,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AutomaticFailoverReadiness,UnitMonitor,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AutomaticFailoverReadiness,UnitMonitor,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityGroupOnline,UnitMonitor,Interval,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityGroupOnline,UnitMonitor,PolicyName,string,Targeted Property,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityReplicaWarningPolicyStateMonitor,UnitMonitor,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityReplicaWarningPolicyStateMonitor,UnitMonitor,PolicyName,string,Targeted Property,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityReplicaWarningPolicyStateMonitor,UnitMonitor,Interval,int,900,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityReplicaWarningPolicyStateMonitor,UnitMonitor,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityGroupErrorPolicyStateMonitor,UnitMonitor,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.AlwaysOn.Monitoring,Microsoft.SQLServer.2012.AlwaysOn.AvailabilityGroupErrorPolicyStateMonitor,UnitMonitor,PolicyName,string,Targeted Property,,,,
