ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Essentials,Balanced,Full,Notes
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.HTTP.Server.could.not.create.a.client.connection.object.for.user,Rule,HTTP Server could not create a client connection object for user,,Enabled,bool,onEssentialMonitoring,FALSE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.HTTP.Server.could.not.create.a.client.connection.object.for.user,Rule,HTTP Server could not create a client connection object for user,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.HTTP.Server.could.not.create.a.client.connection.object.for.user,Rule,HTTP Server could not create a client connection object for user,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.UnableToLoadModules,Rule,Agent update that is required for IIS 7 monitoring is not installed,This rule generates an alert if the agent update that is required for IIS 7 monitoring is not installed,Enabled,bool,FALSE,,,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.UnableToLoadModules,Rule,Agent update that is required for IIS 7 monitoring is not installed,This rule generates an alert if the agent update that is required for IIS 7 monitoring is not installed,Severity,int,2,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.UnableToLoadModules,Rule,Agent update that is required for IIS 7 monitoring is not installed,This rule generates an alert if the agent update that is required for IIS 7 monitoring is not installed,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.ASP.NETRequestWaitTime.Collection,Rule,ASP.NET\Request Wait Time Performance Rule,,Enabled,bool,FALSE,,,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.ASP.NETRequestWaitTime.Collection,Rule,ASP.NET\Request Wait Time Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.ASP.NETRequestWaitTime.Collection,Rule,ASP.NET\Request Wait Time Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.ASP.NETRequestWaitTime.Collection,Rule,ASP.NET\Request Wait Time Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceCurrentConnections.Collection,Rule,Web Service\Current Connections (Total) Performance Rule,,Enabled,bool,onEssentialMonitoring,TRUE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceCurrentConnections.Collection,Rule,Web Service\Current Connections (Total) Performance Rule,,Tolerance,double,5,8,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceCurrentConnections.Collection,Rule,Web Service\Current Connections (Total) Performance Rule,,MaximumSampleSeparation,int,4,4,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceCurrentConnections.Collection,Rule,Web Service\Current Connections (Total) Performance Rule,,Frequency,int,300,450,,180,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacySMTPServer.SMTPServerMessagesDeliveredSec.Collection,Rule,SMTP Server\Messages Delivered/Sec (Total) Performance Rule,,Enabled,bool,onEssentialMonitoring,TRUE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacySMTPServer.SMTPServerMessagesDeliveredSec.Collection,Rule,SMTP Server\Messages Delivered/Sec (Total) Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacySMTPServer.SMTPServerMessagesDeliveredSec.Collection,Rule,SMTP Server\Messages Delivered/Sec (Total) Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacySMTPServer.SMTPServerMessagesDeliveredSec.Collection,Rule,SMTP Server\Messages Delivered/Sec (Total) Performance Rule,,Frequency,int,300,450,,180,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.HTTP.Server.was.unable.to.initialize.due.to.a.shortage.of.available.memory,Rule,HTTP Server was unable to initialize due to a shortage of available memory,,Enabled,bool,onEssentialMonitoring,TRUE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.HTTP.Server.was.unable.to.initialize.due.to.a.shortage.of.available.memory,Rule,HTTP Server was unable to initialize due to a shortage of available memory,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.HTTP.Server.was.unable.to.initialize.due.to.a.shortage.of.available.memory,Rule,HTTP Server was unable to initialize due to a shortage of available memory,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceISAPIExtensionRequestsSec.Collection,Rule,Web Service\ISAPI Extension Requests/sec (Total) Performance Rule,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceISAPIExtensionRequestsSec.Collection,Rule,Web Service\ISAPI Extension Requests/sec (Total) Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceISAPIExtensionRequestsSec.Collection,Rule,Web Service\ISAPI Extension Requests/sec (Total) Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceISAPIExtensionRequestsSec.Collection,Rule,Web Service\ISAPI Extension Requests/sec (Total) Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WAS.encountered.an.internal.error.in.its.process.management.of.a.worker.process,Rule,WAS encountered an internal error in while managing a worker process,,Enabled,bool,onEssentialMonitoring,FALSE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WAS.encountered.an.internal.error.in.its.process.management.of.a.worker.process,Rule,WAS encountered an internal error in while managing a worker process,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WAS.encountered.an.internal.error.in.its.process.management.of.a.worker.process,Rule,WAS encountered an internal error in while managing a worker process,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebSite.WebServiceBytesSentSec.Collection,Rule,Web Service\Bytes Sent/sec Performance Rule,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebSite.WebServiceBytesSentSec.Collection,Rule,Web Service\Bytes Sent/sec Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebSite.WebServiceBytesSentSec.Collection,Rule,Web Service\Bytes Sent/sec Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebSite.WebServiceBytesSentSec.Collection,Rule,Web Service\Bytes Sent/sec Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceBytesSentSec.Collection,Rule,Web Service\Bytes Sent/sec (Total) Performance Rule,,Enabled,bool,onEssentialMonitoring,FALSE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceBytesSentSec.Collection,Rule,Web Service\Bytes Sent/sec (Total) Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceBytesSentSec.Collection,Rule,Web Service\Bytes Sent/sec (Total) Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceBytesSentSec.Collection,Rule,Web Service\Bytes Sent/sec (Total) Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.The.HTTP.server.encountered.an.error.processing.the.server.side.include.file,Rule,The HTTP server encountered an error processing the server side include file,,Enabled,bool,onEssentialMonitoring,TRUE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.The.HTTP.server.encountered.an.error.processing.the.server.side.include.file,Rule,The HTTP server encountered an error processing the server side include file,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.The.HTTP.server.encountered.an.error.processing.the.server.side.include.file,Rule,The HTTP server encountered an error processing the server side include file,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FailedToPerformApplicationPoolDiscovery,Rule,Failed to perform Application Pool discovery,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FailedToPerformApplicationPoolDiscovery,Rule,Failed to perform Application Pool discovery,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FailedToPerformApplicationPoolDiscovery,Rule,Failed to perform Application Pool discovery,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.ASP.NETApplicationsErrorsTotalSec.Collection,Rule,ASP.NET Applications\Errors Total/Sec Performance Rule,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.ASP.NETApplicationsErrorsTotalSec.Collection,Rule,ASP.NET Applications\Errors Total/Sec Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.ASP.NETApplicationsErrorsTotalSec.Collection,Rule,ASP.NET Applications\Errors Total/Sec Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.ASP.NETApplicationsErrorsTotalSec.Collection,Rule,ASP.NET Applications\Errors Total/Sec Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FailedToFindSiteWhileAttemptingToRetrieveState,Rule,Failed to find site while attempting to retrieve state,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FailedToFindSiteWhileAttemptingToRetrieveState,Rule,Failed to find site while attempting to retrieve state,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FailedToFindSiteWhileAttemptingToRetrieveState,Rule,Failed to find site while attempting to retrieve state,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.NumberOfDotNetExceptionsThrownPerSecond,Rule,.NET CLR Exceptions\# Exceptions Thrown/sec Performance Rule,This counter displays the number of exceptions thrown per second. These include both .NET exceptions and unmanaged exceptions that get converted into .NET exceptions e.g. null pointer reference exception in unmanaged code would get re-thrown in managed code as a .NET System.NullReferenceException; this counter includes both handled and unhandled exceptions. Exceptions should only occur in rare situations and not in the normal control flow of the program; this counter was designed as an indicator of potential performance problems due to large (>100s) rate of exceptions thrown. This counter is not an average over time; it displays the difference between the values observed in the last two samples divided by the duration of the sample interval.,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.NumberOfDotNetExceptionsThrownPerSecond,Rule,.NET CLR Exceptions\# Exceptions Thrown/sec Performance Rule,This counter displays the number of exceptions thrown per second. These include both .NET exceptions and unmanaged exceptions that get converted into .NET exceptions e.g. null pointer reference exception in unmanaged code would get re-thrown in managed code as a .NET System.NullReferenceException; this counter includes both handled and unhandled exceptions. Exceptions should only occur in rare situations and not in the normal control flow of the program; this counter was designed as an indicator of potential performance problems due to large (>100s) rate of exceptions thrown. This counter is not an average over time; it displays the difference between the values observed in the last two samples divided by the duration of the sample interval.,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.NumberOfDotNetExceptionsThrownPerSecond,Rule,.NET CLR Exceptions\# Exceptions Thrown/sec Performance Rule,This counter displays the number of exceptions thrown per second. These include both .NET exceptions and unmanaged exceptions that get converted into .NET exceptions e.g. null pointer reference exception in unmanaged code would get re-thrown in managed code as a .NET System.NullReferenceException; this counter includes both handled and unhandled exceptions. Exceptions should only occur in rare situations and not in the normal control flow of the program; this counter was designed as an indicator of potential performance problems due to large (>100s) rate of exceptions thrown. This counter is not an average over time; it displays the difference between the values observed in the last two samples divided by the duration of the sample interval.,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.NumberOfDotNetExceptionsThrownPerSecond,Rule,.NET CLR Exceptions\# Exceptions Thrown/sec Performance Rule,This counter displays the number of exceptions thrown per second. These include both .NET exceptions and unmanaged exceptions that get converted into .NET exceptions e.g. null pointer reference exception in unmanaged code would get re-thrown in managed code as a .NET System.NullReferenceException; this counter includes both handled and unhandled exceptions. Exceptions should only occur in rare situations and not in the normal control flow of the program; this counter was designed as an indicator of potential performance problems due to large (>100s) rate of exceptions thrown. This counter is not an average over time; it displays the difference between the values observed in the last two samples divided by the duration of the sample interval.,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.Only.one.type.of.logging.can.be.enabled.at.a.time,Rule,Only one type of logging can be enabled at a time,,Enabled,bool,onEssentialMonitoring,FALSE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.Only.one.type.of.logging.can.be.enabled.at.a.time,Rule,Only one type of logging can be enabled at a time,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.Only.one.type.of.logging.can.be.enabled.at.a.time,Rule,Only one type of logging can be enabled at a time,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceConnectionAttemptsPerSecond,Rule,Web Service\Connection Attempts/sec (Total) Performance Rule,,Enabled,bool,onEssentialMonitoring,TRUE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceConnectionAttemptsPerSecond,Rule,Web Service\Connection Attempts/sec (Total) Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceConnectionAttemptsPerSecond,Rule,Web Service\Connection Attempts/sec (Total) Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceConnectionAttemptsPerSecond,Rule,Web Service\Connection Attempts/sec (Total) Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebSite.WebServiceCurrentConnections.Collection,Rule,Web Service\Current Connections Performance Rule,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebSite.WebServiceCurrentConnections.Collection,Rule,Web Service\Current Connections Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebSite.WebServiceCurrentConnections.Collection,Rule,Web Service\Current Connections Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebSite.WebServiceCurrentConnections.Collection,Rule,Web Service\Current Connections Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FTPSite.FTPServiceBytesReceivedSec.Collection,Rule,FTP Service\Bytes Received/sec Performance Rule,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FTPSite.FTPServiceBytesReceivedSec.Collection,Rule,FTP Service\Bytes Received/sec Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FTPSite.FTPServiceBytesReceivedSec.Collection,Rule,FTP Service\Bytes Received/sec Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FTPSite.FTPServiceBytesReceivedSec.Collection,Rule,FTP Service\Bytes Received/sec Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.ASP.application.error.occured,Rule,ASP application error occurred,,Enabled,bool,onEssentialMonitoring,FALSE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.ASP.application.error.occured,Rule,ASP application error occurred,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.ASP.application.error.occured,Rule,ASP application error occurred,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WWW.service.failed.to.properly.configure.the.application.pool.queue.length,Rule,WWW service failed to properly configure the application pool queue length,,Enabled,bool,onEssentialMonitoring,TRUE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WWW.service.failed.to.properly.configure.the.application.pool.queue.length,Rule,WWW service failed to properly configure the application pool queue length,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WWW.service.failed.to.properly.configure.the.application.pool.queue.length,Rule,WWW service failed to properly configure the application pool queue length,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FailedToFindApplicationPoolWhileRetrievingState,Rule,Failed to find Application Pool while attempting to retrieve state,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FailedToFindApplicationPoolWhileRetrievingState,Rule,Failed to find Application Pool while attempting to retrieve state,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FailedToFindApplicationPoolWhileRetrievingState,Rule,Failed to find Application Pool while attempting to retrieve state,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacySMTPServer.SMTPServerMessagesReceivedSec.Collection,Rule,SMTP Server\Messages Received/Sec (Total) Performance Rule,,Enabled,bool,onEssentialMonitoring,TRUE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacySMTPServer.SMTPServerMessagesReceivedSec.Collection,Rule,SMTP Server\Messages Received/Sec (Total) Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacySMTPServer.SMTPServerMessagesReceivedSec.Collection,Rule,SMTP Server\Messages Received/Sec (Total) Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacySMTPServer.SMTPServerMessagesReceivedSec.Collection,Rule,SMTP Server\Messages Received/Sec (Total) Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebSite.WebServiceCurrentISAPIExtensionRequests.Collection,Rule,Web Service\Current ISAPI Extension Requests Performance Rule,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebSite.WebServiceCurrentISAPIExtensionRequests.Collection,Rule,Web Service\Current ISAPI Extension Requests Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebSite.WebServiceCurrentISAPIExtensionRequests.Collection,Rule,Web Service\Current ISAPI Extension Requests Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebSite.WebServiceCurrentISAPIExtensionRequests.Collection,Rule,Web Service\Current ISAPI Extension Requests Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WWW.Service.failed.to.copy.a.change.notification.for.processing,Rule,WWW Service failed to copy a change notification for processing,,Enabled,bool,onEssentialMonitoring,FALSE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WWW.Service.failed.to.copy.a.change.notification.for.processing,Rule,WWW Service failed to copy a change notification for processing,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WWW.Service.failed.to.copy.a.change.notification.for.processing,Rule,WWW Service failed to copy a change notification for processing,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacyFTPSite.FTPServiceCurrentConnections.Collection,Rule,FTP Service\Current Connections Performance Rule,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacyFTPSite.FTPServiceCurrentConnections.Collection,Rule,FTP Service\Current Connections Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacyFTPSite.FTPServiceCurrentConnections.Collection,Rule,FTP Service\Current Connections Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacyFTPSite.FTPServiceCurrentConnections.Collection,Rule,FTP Service\Current Connections Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FailedToPerformInitializationOfIISStateMonitoringModule,Rule,Failed to perform initialization of IIS state monitoring module,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FailedToPerformInitializationOfIISStateMonitoringModule,Rule,Failed to perform initialization of IIS state monitoring module,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.FailedToPerformInitializationOfIISStateMonitoringModule,Rule,Failed to perform initialization of IIS state monitoring module,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacyFTPSite.FTPServiceBytesReceivedSec.Collection,Rule,FTP Service\Bytes Received/sec Performance Rule,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacyFTPSite.FTPServiceBytesReceivedSec.Collection,Rule,FTP Service\Bytes Received/sec Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacyFTPSite.FTPServiceBytesReceivedSec.Collection,Rule,FTP Service\Bytes Received/sec Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.LegacyFTPSite.FTPServiceBytesReceivedSec.Collection,Rule,FTP Service\Bytes Received/sec Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WWW.Service.failed.to.enable.end.point.sharing.for.the.HTTP.control.channel,Rule,WWW Service failed to enable end point sharing for the HTTP control channel,,Enabled,bool,onEssentialMonitoring,FALSE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WWW.Service.failed.to.enable.end.point.sharing.for.the.HTTP.control.channel,Rule,WWW Service failed to enable end point sharing for the HTTP control channel,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WWW.Service.failed.to.enable.end.point.sharing.for.the.HTTP.control.channel,Rule,WWW Service failed to enable end point sharing for the HTTP control channel,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.ASP.NETRequestsCurrent.Collection,Rule,ASP.NET\Requests Current Performance Rule,,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.ASP.NETRequestsCurrent.Collection,Rule,ASP.NET\Requests Current Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.ASP.NETRequestsCurrent.Collection,Rule,ASP.NET\Requests Current Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.ASP.NETRequestsCurrent.Collection,Rule,ASP.NET\Requests Current Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceTotalMethodRequestsPerSeconds,Rule,Web Service\Total Method Requests/sec (Total) Performance Rule,,Enabled,bool,onEssentialMonitoring,TRUE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceTotalMethodRequestsPerSeconds,Rule,Web Service\Total Method Requests/sec (Total) Performance Rule,,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceTotalMethodRequestsPerSeconds,Rule,Web Service\Total Method Requests/sec (Total) Performance Rule,,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WebServer.WebServiceTotalMethodRequestsPerSeconds,Rule,Web Service\Total Method Requests/sec (Total) Performance Rule,,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WAS.did.not.run.the.automatic.shutdown.executable.for.application.pool,Rule,WAS did not run the automatic shutdown executable for application pool,,Enabled,bool,onEssentialMonitoring,TRUE,TRUE,TRUE,
Microsoft.Windows.InternetInformationServices.2008,Microsoft.Windows.InternetInformationServices.2008.WAS.did.not.run.the.automatic.shutdown.executable.for.application.pool,Rule,WAS did not run the automatic shutdown executable for application pool,,Priority,int,1,,,,
