ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Balanced,Essentials,Full,Notes
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Failed.To.Perform.Web.Site.Discovery,Rule,Failed to perform Web Site discovery,Failed to perform Web Site discovery,Enabled,bool,FALSE,,,TRUE,Additional monitoring enabled for the full configuration.
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Failed.To.Perform.Web.Site.Discovery,Rule,Failed to perform Web Site discovery,Failed to perform Web Site discovery,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Failed.To.Perform.Web.Site.Discovery,Rule,Failed to perform Web Site discovery,Failed to perform Web Site discovery,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebSite.WebServiceCurrentConnections.Collection,Rule,Web Service\Current Connections Performance Rule,Web Service\Current Connections Performance Rule,Enabled,bool,FALSE,,,TRUE,Additional monitoring enabled for the full configuration.
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebSite.WebServiceCurrentConnections.Collection,Rule,Web Service\Current Connections Performance Rule,Web Service\Current Connections Performance Rule,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebSite.WebServiceCurrentConnections.Collection,Rule,Web Service\Current Connections Performance Rule,Web Service\Current Connections Performance Rule,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebSite.WebServiceCurrentConnections.Collection,Rule,Web Service\Current Connections Performance Rule,Web Service\Current Connections Performance Rule,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FailedToFindApplicationPoolWhileRetrievingState,Rule,Failed to find Application Pool while attempting to retrieve state,Failed to find Application Pool while attempting to retrieve state,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FailedToFindApplicationPoolWhileRetrievingState,Rule,Failed to find Application Pool while attempting to retrieve state,Failed to find Application Pool while attempting to retrieve state,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FailedToFindApplicationPoolWhileRetrievingState,Rule,Failed to find Application Pool while attempting to retrieve state,Failed to find Application Pool while attempting to retrieve state,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.The.configuration.manager.for.WAS.did.not.initialize,Rule,The configuration manager for WAS did not initialize,The configuration manager for WAS did not initialize,Enabled,bool,TRUE,FALSE,FALSE,,Reduced alerting for both Essentials and Balanced configurations
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.The.configuration.manager.for.WAS.did.not.initialize,Rule,The configuration manager for WAS did not initialize,The configuration manager for WAS did not initialize,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.The.configuration.manager.for.WAS.did.not.initialize,Rule,The configuration manager for WAS did not initialize,The configuration manager for WAS did not initialize,Severity,int,2,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.A.server.side.include.file.has.included.itself.or.the.maximum.depth.of.server.side.includes.has.been.exceeded,Rule,A server side include file has included itself or the maximum depth of server side includes has been exceeded,A server side include file has included itself or the maximum depth of server side includes has been exceeded,Enabled,bool,TRUE,FALSE,FALSE,,Reduced alerting for both Essentials and Balanced configurations
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.A.server.side.include.file.has.included.itself.or.the.maximum.depth.of.server.side.includes.has.been.exceeded,Rule,A server side include file has included itself or the maximum depth of server side includes has been exceeded,A server side include file has included itself or the maximum depth of server side includes has been exceeded,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.A.server.side.include.file.has.included.itself.or.the.maximum.depth.of.server.side.includes.has.been.exceeded,Rule,A server side include file has included itself or the maximum depth of server side includes has been exceeded,A server side include file has included itself or the maximum depth of server side includes has been exceeded,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FailedToPerformFTPServerDiscovery,Rule,Failed to perform FTP server discovery,Failed to perform FTP server discovery,Enabled,bool,FALSE,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FailedToPerformFTPServerDiscovery,Rule,Failed to perform FTP server discovery,Failed to perform FTP server discovery,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FailedToPerformFTPServerDiscovery,Rule,Failed to perform FTP server discovery,Failed to perform FTP server discovery,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FailedToRetrieveSiteState,Rule,Failed to retrieve site state,,Enabled,bool,FALSE,,,TRUE,Additional monitoring enabled for the full configuration.
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FailedToRetrieveSiteState,Rule,Failed to retrieve site state,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FailedToRetrieveSiteState,Rule,Failed to retrieve site state,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Application.pool.worker.process.is.unresponsive,Rule,Application Pool worker process is unresponsive,Application Pool worker process is unresponsive,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Application.pool.worker.process.is.unresponsive,Rule,Application Pool worker process is unresponsive,Application Pool worker process is unresponsive,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Application.pool.worker.process.is.unresponsive,Rule,Application Pool worker process is unresponsive,Application Pool worker process is unresponsive,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Worker.process.serving.application.pool.was.orphaned,Rule,Worker process serving application pool was orphaned,Worker process serving application pool was orphaned,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Worker.process.serving.application.pool.was.orphaned,Rule,Worker process serving application pool was orphaned,Worker process serving application pool was orphaned,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Worker.process.serving.application.pool.was.orphaned,Rule,Worker process serving application pool was orphaned,Worker process serving application pool was orphaned,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FTPServer.FTPServiceBytesReceivedSec.Collection,Rule,FTP Service\Bytes Received/sec Performance Rule,FTP Service\Bytes Received/sec Performance Rule,Enabled,bool,FALSE,,,TRUE,Additional performance collection for full configuration
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FTPServer.FTPServiceBytesReceivedSec.Collection,Rule,FTP Service\Bytes Received/sec Performance Rule,FTP Service\Bytes Received/sec Performance Rule,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FTPServer.FTPServiceBytesReceivedSec.Collection,Rule,FTP Service\Bytes Received/sec Performance Rule,FTP Service\Bytes Received/sec Performance Rule,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FTPServer.FTPServiceBytesReceivedSec.Collection,Rule,FTP Service\Bytes Received/sec Performance Rule,FTP Service\Bytes Received/sec Performance Rule,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.received.a.change.notification.but.was.unable.to.process.it.correctly,Rule,"WAS received a change notification, but was unable to process it correctly","WAS received a change notification, but was unable to process it correctly",Enabled,bool,TRUE,FALSE,FALSE,,Reduced alerting for both Essentials and Balanced configurations
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.received.a.change.notification.but.was.unable.to.process.it.correctly,Rule,"WAS received a change notification, but was unable to process it correctly","WAS received a change notification, but was unable to process it correctly",Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.received.a.change.notification.but.was.unable.to.process.it.correctly,Rule,"WAS received a change notification, but was unable to process it correctly","WAS received a change notification, but was unable to process it correctly",Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Module.registration.error.detected.failed.to.find.RegisterModule.entrypoint,Rule,Module registration error detected (failed to find RegisterModule entrypoint),Module registration error detected (failed to find RegisterModule entrypoint),Enabled,bool,TRUE,FALSE,FALSE,,Reduced alerting for both Essentials and Balanced configurations
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Module.registration.error.detected.failed.to.find.RegisterModule.entrypoint,Rule,Module registration error detected (failed to find RegisterModule entrypoint),Module registration error detected (failed to find RegisterModule entrypoint),Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Module.registration.error.detected.failed.to.find.RegisterModule.entrypoint,Rule,Module registration error detected (failed to find RegisterModule entrypoint),Module registration error detected (failed to find RegisterModule entrypoint),Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WWW.Service.failed.to.copy.a.change.notification.for.processing,Rule,WWW Service failed to copy a change notification for processing,WWW Service failed to copy a change notification for processing,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WWW.Service.failed.to.copy.a.change.notification.for.processing,Rule,WWW Service failed to copy a change notification for processing,WWW Service failed to copy a change notification for processing,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WWW.Service.failed.to.copy.a.change.notification.for.processing,Rule,WWW Service failed to copy a change notification for processing,WWW Service failed to copy a change notification for processing,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.SFNOTIFYREADRAWDATA.filter.notification.is.not.supported.in.IIS.8,Rule,SF_NOTIFY_READ_RAW_DATA filter notification is not supported in IIS 8,,Enabled,bool,TRUE,FALSE,FALSE,,Reduced alerting for both Essentials and Balanced configurations
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.SFNOTIFYREADRAWDATA.filter.notification.is.not.supported.in.IIS.8,Rule,SF_NOTIFY_READ_RAW_DATA filter notification is not supported in IIS 8,,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.SFNOTIFYREADRAWDATA.filter.notification.is.not.supported.in.IIS.8,Rule,SF_NOTIFY_READ_RAW_DATA filter notification is not supported in IIS 8,,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebServer.ActiveServerPagesRequestsSec.Collection,Rule,Active Server Pages\Requests/Sec Performance Rule,Active Server Pages\Requests/Sec Performance Rule,Enabled,bool,FALSE,,,TRUE,Additional performance collection for full configuration
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebServer.ActiveServerPagesRequestsSec.Collection,Rule,Active Server Pages\Requests/Sec Performance Rule,Active Server Pages\Requests/Sec Performance Rule,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebServer.ActiveServerPagesRequestsSec.Collection,Rule,Active Server Pages\Requests/Sec Performance Rule,Active Server Pages\Requests/Sec Performance Rule,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebServer.ActiveServerPagesRequestsSec.Collection,Rule,Active Server Pages\Requests/Sec Performance Rule,Active Server Pages\Requests/Sec Performance Rule,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WWW.Service.failed.to.configure.the.HTTP.SYS.control.channel.property,Rule,WWW Service failed to configure the HTTP.SYS control channel property,WWW Service failed to configure the HTTP.SYS control channel property,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WWW.Service.failed.to.configure.the.HTTP.SYS.control.channel.property,Rule,WWW Service failed to configure the HTTP.SYS control channel property,WWW Service failed to configure the HTTP.SYS control channel property,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WWW.Service.failed.to.configure.the.HTTP.SYS.control.channel.property,Rule,WWW Service failed to configure the HTTP.SYS control channel property,WWW Service failed to configure the HTTP.SYS control channel property,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebServer.WebServiceISAPIExtensionRequestsSec.Collection,Rule,Web Service\ISAPI Extension Requests/sec Performance Rule,Web Service\ISAPI Extension Requests/sec Performance Rule,Enabled,bool,FALSE,,,TRUE,Additional performance collection for full configuration
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebServer.WebServiceISAPIExtensionRequestsSec.Collection,Rule,Web Service\ISAPI Extension Requests/sec Performance Rule,Web Service\ISAPI Extension Requests/sec Performance Rule,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebServer.WebServiceISAPIExtensionRequestsSec.Collection,Rule,Web Service\ISAPI Extension Requests/sec Performance Rule,Web Service\ISAPI Extension Requests/sec Performance Rule,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebServer.WebServiceISAPIExtensionRequestsSec.Collection,Rule,Web Service\ISAPI Extension Requests/sec Performance Rule,Web Service\ISAPI Extension Requests/sec Performance Rule,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WWW.service.property.failed.range.validation,Rule,WWW service property failed range validation,WWW service property failed range validation,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WWW.service.property.failed.range.validation,Rule,WWW service property failed range validation,WWW service property failed range validation,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WWW.service.property.failed.range.validation,Rule,WWW service property failed range validation,WWW service property failed range validation,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.encountered.an.error.trying.to.read.configuration,Rule,WAS encountered an error trying to read configuration,WAS encountered an error trying to read configuration,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.encountered.an.error.trying.to.read.configuration,Rule,WAS encountered an error trying to read configuration,WAS encountered an error trying to read configuration,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.encountered.an.error.trying.to.read.configuration,Rule,WAS encountered an error trying to read configuration,WAS encountered an error trying to read configuration,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.SMTPServerBytesReceivedSec.Collection,Rule,SMTP Server\Bytes Received/sec Performance Rule,SMTP Server\Bytes Received/sec Performance Rule,Enabled,bool,TRUE,,FALSE,,Reduced performance collection for Essentials configuration
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.SMTPServerBytesReceivedSec.Collection,Rule,SMTP Server\Bytes Received/sec Performance Rule,SMTP Server\Bytes Received/sec Performance Rule,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.SMTPServerBytesReceivedSec.Collection,Rule,SMTP Server\Bytes Received/sec Performance Rule,SMTP Server\Bytes Received/sec Performance Rule,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.SMTPServerBytesReceivedSec.Collection,Rule,SMTP Server\Bytes Received/sec Performance Rule,SMTP Server\Bytes Received/sec Performance Rule,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.SMTPServerInboundConnectionsCurrent.Collection,Rule,SMTP Server\Inbound Connections Current Performance Rule,SMTP Server\Inbound Connections Current Performance Rule,Enabled,bool,TRUE,,FALSE,,Reduced performance collection for Essentials configuration
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.SMTPServerInboundConnectionsCurrent.Collection,Rule,SMTP Server\Inbound Connections Current Performance Rule,SMTP Server\Inbound Connections Current Performance Rule,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.SMTPServerInboundConnectionsCurrent.Collection,Rule,SMTP Server\Inbound Connections Current Performance Rule,SMTP Server\Inbound Connections Current Performance Rule,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.SMTPServerInboundConnectionsCurrent.Collection,Rule,SMTP Server\Inbound Connections Current Performance Rule,SMTP Server\Inbound Connections Current Performance Rule,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.encountered.an.error.attempting.to.configure.centralized.logging,Rule,WAS encountered an error attempting to configure centralized logging,WAS encountered an error attempting to configure centralized logging,Enabled,bool,TRUE,FALSE,FALSE,,Reduced alerting for both Essentials and Balanced configurations
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.encountered.an.error.attempting.to.configure.centralized.logging,Rule,WAS encountered an error attempting to configure centralized logging,WAS encountered an error attempting to configure centralized logging,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.encountered.an.error.attempting.to.configure.centralized.logging,Rule,WAS encountered an error attempting to configure centralized logging,WAS encountered an error attempting to configure centralized logging,Severity,int,2,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebSite.WebServiceBytesTotalSec.Collection,Rule,Web Service\Bytes Total/sec Performance Rule,Web Service\Bytes Total/sec Performance Rule,Enabled,bool,FALSE,,,TRUE,Additional performance collection for full configuration
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebSite.WebServiceBytesTotalSec.Collection,Rule,Web Service\Bytes Total/sec Performance Rule,Web Service\Bytes Total/sec Performance Rule,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebSite.WebServiceBytesTotalSec.Collection,Rule,Web Service\Bytes Total/sec Performance Rule,Web Service\Bytes Total/sec Performance Rule,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebSite.WebServiceBytesTotalSec.Collection,Rule,Web Service\Bytes Total/sec Performance Rule,Web Service\Bytes Total/sec Performance Rule,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FTPSite.FTPServiceCurrentConnections.Collection,Rule,FTP Service\Current Connections Performance Rule,FTP Service\Current Connections Performance Rule,Enabled,bool,FALSE,,,TRUE,Additional performance collection for full configuration
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FTPSite.FTPServiceCurrentConnections.Collection,Rule,FTP Service\Current Connections Performance Rule,FTP Service\Current Connections Performance Rule,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FTPSite.FTPServiceCurrentConnections.Collection,Rule,FTP Service\Current Connections Performance Rule,FTP Service\Current Connections Performance Rule,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FTPSite.FTPServiceCurrentConnections.Collection,Rule,FTP Service\Current Connections Performance Rule,FTP Service\Current Connections Performance Rule,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.detected.invalid.configuration.data,Rule,WAS detected invalid configuration data,WAS detected invalid configuration data,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.detected.invalid.configuration.data,Rule,WAS detected invalid configuration data,WAS detected invalid configuration data,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.detected.invalid.configuration.data,Rule,WAS detected invalid configuration data,WAS detected invalid configuration data,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.encountered.an.error.attempting.to.look.up.the.built.in.IIS_IUSRS.group,Rule,WAS encountered an error attempting to look up the built in IIS_IUSRS group,WAS encountered an error attempting to look up the built in IIS_IUSRS group,Enabled,bool,TRUE,FALSE,FALSE,,Reduced alerting for both Essentials and Balanced configurations
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.encountered.an.error.attempting.to.look.up.the.built.in.IIS_IUSRS.group,Rule,WAS encountered an error attempting to look up the built in IIS_IUSRS group,WAS encountered an error attempting to look up the built in IIS_IUSRS group,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WAS.encountered.an.error.attempting.to.look.up.the.built.in.IIS_IUSRS.group,Rule,WAS encountered an error attempting to look up the built in IIS_IUSRS group,WAS encountered an error attempting to look up the built in IIS_IUSRS group,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.HTTP.Server.could.not.initialize.the.socket.library,Rule,HTTP Server could not initialize the socket library,HTTP Server could not initialize the socket library,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.HTTP.Server.could.not.initialize.the.socket.library,Rule,HTTP Server could not initialize the socket library,HTTP Server could not initialize the socket library,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.HTTP.Server.could.not.initialize.the.socket.library,Rule,HTTP Server could not initialize the socket library,HTTP Server could not initialize the socket library,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Worker.process.serving.the.application.pool.is.no.longer.trusted.by.WAS,Rule,Worker process serving the application pool is no longer trusted by WAS,Worker process serving the application pool is no longer trusted by WAS,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Worker.process.serving.the.application.pool.is.no.longer.trusted.by.WAS,Rule,Worker process serving the application pool is no longer trusted by WAS,Worker process serving the application pool is no longer trusted by WAS,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.Worker.process.serving.the.application.pool.is.no.longer.trusted.by.WAS,Rule,Worker process serving the application pool is no longer trusted by WAS,Worker process serving the application pool is no longer trusted by WAS,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.SMTPServerMessageBytesReceivedSec.Collection,Rule,SMTP Server\Message Bytes Received/Sec Performance Rule,SMTP Server\Message Bytes Received/Sec Performance Rule,Enabled,bool,TRUE,,FALSE,,Reduced performance collection for Essentials configuration
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.SMTPServerMessageBytesReceivedSec.Collection,Rule,SMTP Server\Message Bytes Received/Sec Performance Rule,SMTP Server\Message Bytes Received/Sec Performance Rule,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.SMTPServerMessageBytesReceivedSec.Collection,Rule,SMTP Server\Message Bytes Received/Sec Performance Rule,SMTP Server\Message Bytes Received/Sec Performance Rule,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPServer.SMTPServerMessageBytesReceivedSec.Collection,Rule,SMTP Server\Message Bytes Received/Sec Performance Rule,SMTP Server\Message Bytes Received/Sec Performance Rule,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FailledToRetrieveApplicationPoolState,Rule,Failed to retrieve Application Pool state,Failed to retrieve Application Pool state,Enabled,bool,FALSE,,,TRUE,Additional performance collection for full configuration
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FailledToRetrieveApplicationPoolState,Rule,Failed to retrieve Application Pool state,Failed to retrieve Application Pool state,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.FailledToRetrieveApplicationPoolState,Rule,Failed to retrieve Application Pool state,Failed to retrieve Application Pool state,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPVirtualServer.SMTPVirtualServerBytesReceivedSec.Collection,Rule,SMTP Server\Bytes Received/sec Performance Rule,SMTP Server\Bytes Received/sec Performance Rule,Enabled,bool,TRUE,,FALSE,,Reduced performance collection for Essentials configuration
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPVirtualServer.SMTPVirtualServerBytesReceivedSec.Collection,Rule,SMTP Server\Bytes Received/sec Performance Rule,SMTP Server\Bytes Received/sec Performance Rule,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPVirtualServer.SMTPVirtualServerBytesReceivedSec.Collection,Rule,SMTP Server\Bytes Received/sec Performance Rule,SMTP Server\Bytes Received/sec Performance Rule,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.LegacySMTPVirtualServer.SMTPVirtualServerBytesReceivedSec.Collection,Rule,SMTP Server\Bytes Received/sec Performance Rule,SMTP Server\Bytes Received/sec Performance Rule,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2012,Microsoft.Windows.InternetInformationServices.6.2.WebServer.WebServiceBytesTotalSec.Collection,Rule,Web Service\Bytes Total/sec Performance Rule,Web Service\Bytes Total/sec Performance Rule,Enabled,bool,TRUE,,FALSE,,Reduced performance collection for Essentials configuration
