ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Custom,Notes
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.SMBRule.freeSpace,Rule,Veeam Hyper-V SMB Volume Free Space GB,Veeam Hyper-V SMB Volume Free Space GB,IntervalSeconds,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.SMBRule.freeSpace,Rule,Veeam Hyper-V SMB Volume Free Space GB,Veeam Hyper-V SMB Volume Free Space GB,SyncTime,string,,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.SMBRule.freeSpace,Rule,Veeam Hyper-V SMB Volume Free Space GB,Veeam Hyper-V SMB Volume Free Space GB,TimeoutSeconds,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.CSVRule.ReadLatency,Rule,Veeam Hyper-V Disk Read Latency,Veeam Hyper-V Disk Read Latency,Enabled,bool,onEssentialMonitoring,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.CSVRule.ReadLatency,Rule,Veeam Hyper-V Disk Read Latency,Veeam Hyper-V Disk Read Latency,Frequency,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.HostRule.VMsInState.VMSaved,Rule,Veeam Hyper-V Host VM Saved,Veeam Hyper-V Host VM Saved,Enabled,bool,onEssentialMonitoring,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.HostRule.VMsInState.VMSaved,Rule,Veeam Hyper-V Host VM Saved,Veeam Hyper-V Host VM Saved,IntervalSeconds,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.HostRule.VMsInState.VMSaved,Rule,Veeam Hyper-V Host VM Saved,Veeam Hyper-V Host VM Saved,TimeoutSeconds,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.SMBRule.usedSpace,Rule,Veeam Hyper-V SMB Volume used Space GB,Veeam Hyper-V SMB Volume used Space GB,Enabled,bool,onEssentialMonitoring,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.SMBRule.usedSpace,Rule,Veeam Hyper-V SMB Volume used Space GB,Veeam Hyper-V SMB Volume used Space GB,SyncTime,string,,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.SMBRule.usedSpace,Rule,Veeam Hyper-V SMB Volume used Space GB,Veeam Hyper-V SMB Volume used Space GB,TimeoutSeconds,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.SMBRule.usedSpace,Rule,Veeam Hyper-V SMB Volume used Space GB,Veeam Hyper-V SMB Volume used Space GB,IntervalSeconds,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.LocalVolume.FreePct,Rule,Veeam Hyper-V Local Volume Free Space %,Veeam Hyper-V Local Volume Free Space %,Enabled,bool,onEssentialMonitoring,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.LocalVolume.FreePct,Rule,Veeam Hyper-V Local Volume Free Space %,Veeam Hyper-V Local Volume Free Space %,Verbose,bool,FALSE,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.LocalVolume.FreePct,Rule,Veeam Hyper-V Local Volume Free Space %,Veeam Hyper-V Local Volume Free Space %,IntervalSeconds,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.LocalVolume.FreePct,Rule,Veeam Hyper-V Local Volume Free Space %,Veeam Hyper-V Local Volume Free Space %,TimeoutSeconds,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.LocalVolume.FreePct,Rule,Veeam Hyper-V Local Volume Free Space %,Veeam Hyper-V Local Volume Free Space %,SyncTime,string,,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.CSVRule.IOPS,Rule,Veeam Hyper-V Disk IOPS,Veeam Hyper-V Disk IOPS,Enabled,bool,onEssentialMonitoring,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.CSVRule.IOPS,Rule,Veeam Hyper-V Disk IOPS,Veeam Hyper-V Disk IOPS,Frequency,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.HostRule.CPU.UsageMHz,Rule,Veeam Hyper-V Host CPU Usage MHz,Veeam Hyper-V Host CPU Usage MHz,Enabled,bool,onEssentialMonitoring,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.HostRule.CPU.UsageMHz,Rule,Veeam Hyper-V Host CPU Usage MHz,Veeam Hyper-V Host CPU Usage MHz,Verbose,bool,FALSE,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.HostRule.CPU.UsageMHz,Rule,Veeam Hyper-V Host CPU Usage MHz,Veeam Hyper-V Host CPU Usage MHz,Frequency,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.HostRule.CPU.UsageMHz,Rule,Veeam Hyper-V Host CPU Usage MHz,Veeam Hyper-V Host CPU Usage MHz,TimeoutSeconds,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.VMRule.DISK.TotalKBs,Rule,Veeam Hyper-V VM Total Disk KB/sec (_Total),Veeam Hyper-V VM Total Disk KB/sec,Enabled,bool,onEssentialMonitoring,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.VMRule.DISK.TotalKBs,Rule,Veeam Hyper-V VM Total Disk KB/sec (_Total),Veeam Hyper-V VM Total Disk KB/sec,Frequency,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.HostRule.Memory.UsedMB,Rule,Veeam Hyper-V Host Memory Used MB,Veeam Hyper-V Host Memory Used MB,Enabled,bool,onEssentialMonitoring,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.HostRule.Memory.UsedMB,Rule,Veeam Hyper-V Host Memory Used MB,Veeam Hyper-V Host Memory Used MB,TimeoutSeconds,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.HostRule.Memory.UsedMB,Rule,Veeam Hyper-V Host Memory Used MB,Veeam Hyper-V Host Memory Used MB,Frequency,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.LocalDisk.IOPS,Rule,Veeam Hyper-V Host Local Disk IOPS,Veeam Hyper-V Host Local Disk IOPS,Enabled,bool,onEssentialMonitoring,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.LocalDisk.IOPS,Rule,Veeam Hyper-V Host Local Disk IOPS,Veeam Hyper-V Host Local Disk IOPS,Frequency,int,300,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.CSVRule.FreeSpace,Rule,Veeam Hyper-V CSV Free Space GB,Veeam Hyper-V CSV Free Space GB,Enabled,bool,onEssentialMonitoring,,
Veeam.Virt.Extensions.HyperV.Monitoring,Veeam.Virt.Extensions.HyperV.CSVRule.FreeSpace,Rule,Veeam Hyper-V CSV Free Space GB,Veeam Hyper-V CSV Free Space GB,TimeoutSeconds,int,300,,
