ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Custom,Notes
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.PhysicalDisk.Discovery,Discovery,Discover Windows Physical Disks,This rule uses WMI to discover all Windows physical disks.,TimeoutSeconds,int,360,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.PhysicalDiskContainsDiskPartition.Discovery,Discovery,Physical Disk to Disk Partition Discovery Rule,This rule discovers the relationships between physical disks and disk partitions,Enabled,bool,true,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.PhysicalDiskContainsDiskPartition.Discovery,Discovery,Physical Disk to Disk Partition Discovery Rule,This rule discovers the relationships between physical disks and disk partitions,Frequency,int,86940,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.Computer.Discovery,Discovery,Discover Windows 10,This rule discovers Windows 10,Enabled,bool,true,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.Computer.Discovery,Discovery,Discover Windows 10,This rule discovers Windows 10,IntervalSeconds,int,86400,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.LogicalDisk.Discovery,Discovery,Discover Windows Logical Disks,This rule uses WMI to discover all Windows logical disks excluding removable drives and network drives.  This rule does not discover drives mounted with no drive letter.  There is a separate discovery rule for such drives.,Enabled,bool,true,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.LogicalDisk.Discovery,Discovery,Discover Windows Logical Disks,This rule uses WMI to discover all Windows logical disks excluding removable drives and network drives.  This rule does not discover drives mounted with no drive letter.  There is a separate discovery rule for such drives.,Frequency,int,86460,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.OperatingSystem.Discovery,Discovery,Discover Windows 10 Operating System,This rule discovers Windows 10 Operating System.,Enabled,bool,true,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.OperatingSystem.Discovery,Discovery,Discover Windows 10 Operating System,This rule discovers Windows 10 Operating System.,IntervalSeconds,int,86400,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.NetworkAdapter.All.Discovery,Discovery,Discover Network Adapters (Both Enabled and Disabled),This rule uses WMI to discover all network adapters reported by Windows.,Enabled,bool,false,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.NetworkAdapter.All.Discovery,Discovery,Discover Network Adapters (Both Enabled and Disabled),This rule uses WMI to discover all network adapters reported by Windows.,DiscoverDisabledNetworkAdapters,bool,true,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.NetworkAdapter.All.Discovery,Discovery,Discover Network Adapters (Both Enabled and Disabled),This rule uses WMI to discover all network adapters reported by Windows.,TimeoutSeconds,int,360,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.NetworkAdapter.All.Discovery,Discovery,Discover Network Adapters (Both Enabled and Disabled),This rule uses WMI to discover all network adapters reported by Windows.,IntervalSeconds,int,86760,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.DiskPartition.Discovery,Discovery,Discover Windows Disk Partitions,This rule uses WMI to discover all Windows disk partitions.,Enabled,bool,true,,
Microsoft.Windows.Client.Win10,Microsoft.Windows.Client.Win10.DiskPartition.Discovery,Discovery,Discover Windows Disk Partitions,This rule uses WMI to discover all Windows disk partitions.,Frequency,int,86700,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.ShutdownDriver.Collection,Rule,Windows 10 Aggregate Shutdown Driver Collection,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.ShellPerfCPURoot.Collection,Rule,Windows 10 Aggregate Shell Performance CPU Root Collection,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.DFD.Collection,Rule,Windows 10 Aggregate DFD Collection,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.StandbyHibernate.Collection,Rule,Windows 10 Aggregate Standby Hibernate Collection,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.CollectDiskFailureData,Rule,Windows 10 Aggregate Collect Disk Failure Data,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.CollectShellPerfRootCauseData,Rule,Windows 10 Aggregate Collect Shell Performance Root Cause Data,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.ShutdownApp.Collection,Rule,Windows 10 Aggregate Shutdown Application Collection,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.RADAR.Collection,Rule,Windows 10 Aggregate RADAR Collection,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.CollectClientPerfData.StandByPerf,Rule,Windows 10 Aggregate Collect Client Performance Stand By Data,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.PageCorruption.Collection,Rule,Windows 10 Aggregate Page Corruption Collection,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.ShellPerfRootDriver.Collection,Rule,Windows 10 Aggregate Shell Performance Root Driver Collection,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.CollectMemoryFailureData,Rule,Windows 10 Aggregate Collect Memory Failure Data,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.CollectClientPerfRootCauseData,Rule,Windows 10 Aggregate Collect Client Performance Root Cause Data,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.CollectClientPerfRootCause.BootPolicyData,Rule,Windows 10 Aggregate Collect Client Performance Root Cause Boot Policy Data,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.WMD_MemoryFailed.Collection,Rule,Windows 10 Aggregate WMD Memory Failed Collection,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.ShellPerfRootDisk.Collection,Rule,Windows 10 Aggregate Shell Performance Root Disk Collection,,Enabled,bool,true,,
Microsoft.Windows.Client.Win10.Aggregate,Microsoft.Windows.Client.Win10.Computer.ShellPerfRootFile.Collection,Rule,Windows 10 Aggregate Shell Performance Root File Collection,,Enabled,bool,true,,
