ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Essentials,Full,Standard,Notes
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPoolNonPagedBytes.Collection,Rule,Memory Pool Non-paged Bytes Windows Server 2012,Collects the performance counter Memory\Pool Nonpaged Bytes,Frequency,int,600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DiskWritesPerSec.Collection,Rule,Collection Rule for Disk Writes Per Second Windows Server 2012,Collects the performance counter LogicalDisk\Disk Writes Per Second,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DiskWritesPerSec.Collection,Rule,Collection Rule for Disk Writes Per Second Windows Server 2012,Collects the performance counter LogicalDisk\Disk Writes Per Second,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DiskWritesPerSec.Collection,Rule,Collection Rule for Disk Writes Per Second Windows Server 2012,Collects the performance counter LogicalDisk\Disk Writes Per Second,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DiskWritesPerSec.Collection,Rule,Collection Rule for Disk Writes Per Second Windows Server 2012,Collects the performance counter LogicalDisk\Disk Writes Per Second,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.CurrentDiskQueueLength.Collection,Rule,Physical Disk Current Disk Queue Length Windows Server 2012,Collects the performance counter PhysicalDisk\Current Disk Queue Length,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.CurrentDiskQueueLength.Collection,Rule,Physical Disk Current Disk Queue Length Windows Server 2012,Collects the performance counter PhysicalDisk\Current Disk Queue Length,Tolerance,double,32,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.CurrentDiskQueueLength.Collection,Rule,Physical Disk Current Disk Queue Length Windows Server 2012,Collects the performance counter PhysicalDisk\Current Disk Queue Length,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.CurrentDiskQueueLength.Collection,Rule,Physical Disk Current Disk Queue Length Windows Server 2012,Collects the performance counter PhysicalDisk\Current Disk Queue Length,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.CleanShutdown.Collection,Rule,Collection Rule for Windows Clean Restart Events,This rule collects the events indicating a clean Windows shutdown.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.SystemContextSwitchesPerSec.Collection,Rule,System Context Switches per Second Windows Server 2012,Collection rule for the performance counter System\Context Switches/sec,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.SystemContextSwitchesPerSec.Collection,Rule,System Context Switches per Second Windows Server 2012,Collection rule for the performance counter System\Context Switches/sec,Tolerance,double,50,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.SystemContextSwitchesPerSec.Collection,Rule,System Context Switches per Second Windows Server 2012,Collection rule for the performance counter System\Context Switches/sec,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.SystemContextSwitchesPerSec.Collection,Rule,System Context Switches per Second Windows Server 2012,Collection rule for the performance counter System\Context Switches/sec,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.SoftwareUpdatesInstalled.Collection,Rule,Collection Rule for Software Updates Installation Events,Collection rule for events indicating that new software updates were installed.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AverageDiskWriteQueueLength.Collection,Rule,Average Disk Write Queue Length Windows Server 2012 (Physical Disk),The average number of write requests that were queued for the selected disk during the sample interval.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AverageDiskWriteQueueLength.Collection,Rule,Average Disk Write Queue Length Windows Server 2012 (Physical Disk),The average number of write requests that were queued for the selected disk during the sample interval.,Tolerance,double,15,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AverageDiskWriteQueueLength.Collection,Rule,Average Disk Write Queue Length Windows Server 2012 (Physical Disk),The average number of write requests that were queued for the selected disk during the sample interval.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AverageDiskWriteQueueLength.Collection,Rule,Average Disk Write Queue Length Windows Server 2012 (Physical Disk),The average number of write requests that were queued for the selected disk during the sample interval.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.SystemProcessorQueueLength.Collection,Rule,System Processor Queue Length Windows Server 2012,Collection rule for the performance counter System\Processor Queue Length.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.SystemProcessorQueueLength.Collection,Rule,System Processor Queue Length Windows Server 2012,Collection rule for the performance counter System\Processor Queue Length.,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.SystemProcessorQueueLength.Collection,Rule,System Processor Queue Length Windows Server 2012,Collection rule for the performance counter System\Processor Queue Length.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.SystemProcessorQueueLength.Collection,Rule,System Processor Queue Length Windows Server 2012,Collection rule for the performance counter System\Processor Queue Length.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.BytesTotalPerSec.Collection,Rule,Network Adapter Bytes Total per Second Windows Server 2012,Collects the performance counter Network Interface/Bytes Total/sec,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.BytesTotalPerSec.Collection,Rule,Network Adapter Bytes Total per Second Windows Server 2012,Collects the performance counter Network Interface/Bytes Total/sec,Tolerance,double,25,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.BytesTotalPerSec.Collection,Rule,Network Adapter Bytes Total per Second Windows Server 2012,Collects the performance counter Network Interface/Bytes Total/sec,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.BytesTotalPerSec.Collection,Rule,Network Adapter Bytes Total per Second Windows Server 2012,Collects the performance counter Network Interface/Bytes Total/sec,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.NTFSFileSystemCorrupt.Alert,Rule,NTFS - File System Corrupt,NT file system indicates a corrupt file system.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.NTFSFileSystemCorrupt.Alert,Rule,NTFS - File System Corrupt,NT file system indicates a corrupt file system.,Severity,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.NTFSFileSystemCorrupt.Alert,Rule,NTFS - File System Corrupt,NT file system indicates a corrupt file system.,Priority,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.PercentMemoryUsed.Collection,Rule,Percent Memory Used,This rule collects data about used physical memory.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.PercentMemoryUsed.Collection,Rule,Percent Memory Used,This rule collects data about used physical memory.,NumOfSamples,int,,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.PercentMemoryUsed.Collection,Rule,Percent Memory Used,This rule collects data about used physical memory.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.PercentMemoryUsed.Collection,Rule,Percent Memory Used,This rule collects data about used physical memory.,Tolerance,int,50,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeMB.Collection,Rule,Logical Disk Free Megabytes Windows Server 2012,The space in megabytes on the logical disk that is unallocated,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeMB.Collection,Rule,Logical Disk Free Megabytes Windows Server 2012,The space in megabytes on the logical disk that is unallocated,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeMB.Collection,Rule,Logical Disk Free Megabytes Windows Server 2012,The space in megabytes on the logical disk that is unallocated,MaximumSampleSeparation,int,6,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeMB.Collection,Rule,Logical Disk Free Megabytes Windows Server 2012,The space in megabytes on the logical disk that is unallocated,Frequency,int,600,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.TotalPercentDPCTime.Collection,Rule,Total Processor % DPC Time Windows Server 2012,Collects the performance counter Processor\% DPC Time,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.TotalPercentDPCTime.Collection,Rule,Total Processor % DPC Time Windows Server 2012,Collects the performance counter Processor\% DPC Time,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.TotalPercentDPCTime.Collection,Rule,Total Processor % DPC Time Windows Server 2012,Collects the performance counter Processor\% DPC Time,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.TotalPercentDPCTime.Collection,Rule,Total Processor % DPC Time Windows Server 2012,Collects the performance counter Processor\% DPC Time,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.CacheDataMapHitsPercent.Collection,Rule,Cache Data Map Hits Percent,Collects the performance counter Memory\Data Map Hits %,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.CacheDataMapHitsPercent.Collection,Rule,Cache Data Map Hits Percent,Collects the performance counter Memory\Data Map Hits %,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.CacheDataMapHitsPercent.Collection,Rule,Cache Data Map Hits Percent,Collects the performance counter Memory\Data Map Hits %,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.CacheDataMapHitsPercent.Collection,Rule,Cache Data Map Hits Percent,Collects the performance counter Memory\Data Map Hits %,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AverageDiskReadQueueLength.Collection,Rule,Average Physical Disk Read Queue Length Windows Server 2012,The average number of read requests that were queued for the selected disk during the sample interval.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AverageDiskReadQueueLength.Collection,Rule,Average Physical Disk Read Queue Length Windows Server 2012,The average number of read requests that were queued for the selected disk during the sample interval.,Tolerance,double,15,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AverageDiskReadQueueLength.Collection,Rule,Average Physical Disk Read Queue Length Windows Server 2012,The average number of read requests that were queued for the selected disk during the sample interval.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.AverageDiskReadQueueLength.Collection,Rule,Average Physical Disk Read Queue Length Windows Server 2012,The average number of read requests that were queued for the selected disk during the sample interval.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPageWritesPerSec.Collection,Rule,Memory Page Writes per Second Windows Server 2012,Collects the performance counter Memory\Page Writes/Sec.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPageWritesPerSec.Collection,Rule,Memory Page Writes per Second Windows Server 2012,Collects the performance counter Memory\Page Writes/Sec.,Tolerance,double,250,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPageWritesPerSec.Collection,Rule,Memory Page Writes per Second Windows Server 2012,Collects the performance counter Memory\Page Writes/Sec.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.MemoryPageWritesPerSec.Collection,Rule,Memory Page Writes per Second Windows Server 2012,Collects the performance counter Memory\Page Writes/Sec.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.2012.OperatingSystem.NTFSFileSystemCorrupt.Alert,Rule,Windows Server 2012 NTFS File System Corrupt Rule,This rule generates alerts base on system events that indicates a NTFS File System Corruption.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.2012.OperatingSystem.NTFSFileSystemCorrupt.Alert,Rule,Windows Server 2012 NTFS File System Corrupt Rule,This rule generates alerts base on system events that indicates a NTFS File System Corruption.,Severity,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.2012.OperatingSystem.NTFSFileSystemCorrupt.Alert,Rule,Windows Server 2012 NTFS File System Corrupt Rule,This rule generates alerts base on system events that indicates a NTFS File System Corruption.,Priority,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.EventLogFull.Alert,Rule,Event Log File is Full,The event log file is full.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.EventLogFull.Alert,Rule,Event Log File is Full,The event log file is full.,Severity,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.EventLogFull.Alert,Rule,Event Log File is Full,The event log file is full.,Priority,int,1,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.DiskWritesPerSec.Collection,Rule,Physical Disk Writes per Second Windows Server 2012,Collects the performance counter PhysicalDisk\Disk Writes/sec.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.DiskWritesPerSec.Collection,Rule,Physical Disk Writes per Second Windows Server 2012,Collects the performance counter PhysicalDisk\Disk Writes/sec.,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.DiskWritesPerSec.Collection,Rule,Physical Disk Writes per Second Windows Server 2012,Collects the performance counter PhysicalDisk\Disk Writes/sec.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.DiskWritesPerSec.Collection,Rule,Physical Disk Writes per Second Windows Server 2012,Collects the performance counter PhysicalDisk\Disk Writes/sec.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.DiskReadsPerSec.Collection,Rule,Physical Disk Reads per Second Windows Server 2012,Collects the performance counter PhysicalDisk\Disk Reads/sec,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.DiskReadsPerSec.Collection,Rule,Physical Disk Reads per Second Windows Server 2012,Collects the performance counter PhysicalDisk\Disk Reads/sec,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.DiskReadsPerSec.Collection,Rule,Physical Disk Reads per Second Windows Server 2012,Collects the performance counter PhysicalDisk\Disk Reads/sec,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.PhysicalDisk.DiskReadsPerSec.Collection,Rule,Physical Disk Reads per Second Windows Server 2012,Collects the performance counter PhysicalDisk\Disk Reads/sec,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DiskReadBytesPerSec.Collection,Rule,Disk Read Bytes Per Second Windows Server 2012 (Logical Disk),The rate at which bytes are transferred from the disk during read operations.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DiskReadBytesPerSec.Collection,Rule,Disk Read Bytes Per Second Windows Server 2012 (Logical Disk),The rate at which bytes are transferred from the disk during read operations.,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DiskReadBytesPerSec.Collection,Rule,Disk Read Bytes Per Second Windows Server 2012 (Logical Disk),The rate at which bytes are transferred from the disk during read operations.,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.DiskReadBytesPerSec.Collection,Rule,Disk Read Bytes Per Second Windows Server 2012 (Logical Disk),The rate at which bytes are transferred from the disk during read operations.,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerWrite.Collection,Rule,Collection Rule for Average Disk Seconds Per Write Windows Server 2012,Collects the performance counter LogicalDisk\Avg Disk Sec Per Write,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerWrite.Collection,Rule,Collection Rule for Average Disk Seconds Per Write Windows Server 2012,Collects the performance counter LogicalDisk\Avg Disk Sec Per Write,Tolerance,double,0.026,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerWrite.Collection,Rule,Collection Rule for Average Disk Seconds Per Write Windows Server 2012,Collects the performance counter LogicalDisk\Avg Disk Sec Per Write,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerWrite.Collection,Rule,Collection Rule for Average Disk Seconds Per Write Windows Server 2012,Collects the performance counter LogicalDisk\Avg Disk Sec Per Write,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.PercentBandwidthUsedWrites.Collection,Rule,Percent Bandwidth Used Write,Rule collects BandwidthUsedWrite counter for network adapters.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.NetworkAdapter.PercentBandwidthUsedWrites.Collection,Rule,Percent Bandwidth Used Write,Rule collects BandwidthUsedWrite counter for network adapters.,Interval,int,,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.RebootFromBugCheck.Collection,Rule,Collection Rule for Windows Restart Events (restarted from bugcheck),Collection rule for events indicating Windows restarted from bugcheck,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.PercentDPCTime.Collection,Rule,Processor Information % DPC Time Windows Server 2012,Collects the performance counter Processor Information\% DPC Time,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.PercentDPCTime.Collection,Rule,Processor Information % DPC Time Windows Server 2012,Collects the performance counter Processor Information\% DPC Time,Tolerance,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.PercentDPCTime.Collection,Rule,Processor Information % DPC Time Windows Server 2012,Collects the performance counter Processor Information\% DPC Time,MaximumSampleSeparation,int,12,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.Processor.PercentDPCTime.Collection,Rule,Processor Information % DPC Time Windows Server 2012,Collects the performance counter Processor Information\% DPC Time,Frequency,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerTransfer,UnitMonitor,Average Logical Disk Seconds Per Transfer,Monitor the performance counter LogicalDisk\Avg Disk Sec Per Transfer,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerTransfer,UnitMonitor,Average Logical Disk Seconds Per Transfer,Monitor the performance counter LogicalDisk\Avg Disk Sec Per Transfer,Frequency,int,60,,45,,Increasing monitoring frequency
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerTransfer,UnitMonitor,Average Logical Disk Seconds Per Transfer,Monitor the performance counter LogicalDisk\Avg Disk Sec Per Transfer,NumSamples,int,15,,10,,Reduced number of sampled
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.AvgDiskSecPerTransfer,UnitMonitor,Average Logical Disk Seconds Per Transfer,Monitor the performance counter LogicalDisk\Avg Disk Sec Per Transfer,Threshold,double,0.04,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ComputerbrowserServiceHealth,UnitMonitor,Computer Browser Service Health,Monitors the health of the Windows service for the Computer Browser,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.ComputerbrowserServiceHealth,UnitMonitor,Computer Browser Service Health,Monitors the health of the Windows service for the Computer Browser,CheckStartupType,string,,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.PercentCommittedBytesInUse,UnitMonitor,Percentage of Committed Memory in Use,Monitor the performance counter Memory\% Committed Bytes in Use,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.PercentCommittedBytesInUse,UnitMonitor,Percentage of Committed Memory in Use,Monitor the performance counter Memory\% Committed Bytes in Use,Frequency,int,120,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.PercentCommittedBytesInUse,UnitMonitor,Percentage of Committed Memory in Use,Monitor the performance counter Memory\% Committed Bytes in Use,NumSamples,int,3,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.PercentCommittedBytesInUse,UnitMonitor,Percentage of Committed Memory in Use,Monitor the performance counter Memory\% Committed Bytes in Use,Threshold,double,80,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.EventLogServiceHealth,UnitMonitor,Windows Event Log Service Health,Monitors the health of the Windows service for the Windows Event Log,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.OperatingSystem.EventLogServiceHealth,UnitMonitor,Windows Event Log Service Health,Monitors the health of the Windows service for the Windows Event Log,CheckStartupType,string,,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.2012.MaxConcurrentAPI.Monitor,UnitMonitor,Windows Server 2012 Max Concurrent API Monitor,This monitor alerts when Max Concurrent API condition is reached.,Enabled,bool,TRUE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.2012.MaxConcurrentAPI.Monitor,UnitMonitor,Windows Server 2012 Max Concurrent API Monitor,This monitor alerts when Max Concurrent API condition is reached.,SyncTime,string,,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.2012.MaxConcurrentAPI.Monitor,UnitMonitor,Windows Server 2012 Max Concurrent API Monitor,This monitor alerts when Max Concurrent API condition is reached.,IntervalSeconds,int,900,,700,,Increased monitoring frequency
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.2012.MaxConcurrentAPI.Monitor,UnitMonitor,Windows Server 2012 Max Concurrent API Monitor,This monitor alerts when Max Concurrent API condition is reached.,TimeoutSeconds,int,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.2012.MaxConcurrentAPI.Monitor,UnitMonitor,Windows Server 2012 Max Concurrent API Monitor,This monitor alerts when Max Concurrent API condition is reached.,ThresholdTimeouts,int,2000,,1500,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.2012.MaxConcurrentAPI.Monitor,UnitMonitor,Windows Server 2012 Max Concurrent API Monitor,This monitor alerts when Max Concurrent API condition is reached.,ThresholdWaiters,int,50,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeSpace,UnitMonitor,Logical Disk Free Space,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,Enabled,bool,FALSE,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeSpace,UnitMonitor,Logical Disk Free Space,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,SystemDriveErrorMBytesThreshold,double,300,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeSpace,UnitMonitor,Logical Disk Free Space,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,NonSystemDriveErrorPercentThreshold,double,5,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeSpace,UnitMonitor,Logical Disk Free Space,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,IntervalSeconds,int,900,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeSpace,UnitMonitor,Logical Disk Free Space,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,SystemDriveWarningPercentThreshold,double,10,,,,
Microsoft.Windows.Server.2012.Monitoring,Microsoft.Windows.Server.6.2.LogicalDisk.FreeSpace,UnitMonitor,Logical Disk Free Space,Monitor the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space threshold and low number of free MBytes threshold is the disk flagged as having low disk free space.,NonSystemDriveWarningPercentThreshold,double,10,,,,
