ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,AvailabilityOnly,Summary,SummaryOpsDBOnly,DefaultOpsDBOnly,DefaultDWHFull,Notes
NiCE.Oracle.X,NiCE.Oracle.X.alert.log.Filesize.Monitor,UnitMonitor,Oracle alert.log Filesize,Monitor to check if the alert.log reached a specific filesize.,Enabled,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.Install.License.L,Rule,"Install License (Oracle MP, Linux)",Install the NiCE License on a Linux Computer.,SyncTime,string,,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.Install.License.L,Rule,"Install License (Oracle MP, Linux)",Install the NiCE License on a Linux Computer.,IntervalSeconds,int,14400,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.Install.License.L,Rule,"Install License (Oracle MP, Linux)",Install the NiCE License on a Linux Computer.,LicenseKey,string,,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.Install.License.U,Rule,"Install License (Oracle MP, UNIX)",Install the NiCE License on a UNIX Computer.,SyncTime,string,,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.Install.License.U,Rule,"Install License (Oracle MP, UNIX)",Install the NiCE License on a UNIX Computer.,IntervalSeconds,int,14400,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.Install.License.U,Rule,"Install License (Oracle MP, UNIX)",Install the NiCE License on a UNIX Computer.,LicenseKey,string,,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.oramp_alert.log,Rule,Oracle Messages from oramp_alert.log,Monitors the oramp_alert.log file from the Oracle MP.,Interval,int,,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.oramp_alert.log,Rule,Oracle Messages from oramp_alert.log,Monitors the oramp_alert.log file from the Oracle MP.,SyncTime,string,,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.oramp_alert.log,Rule,Oracle Messages from oramp_alert.log,Monitors the oramp_alert.log file from the Oracle MP.,Tracing,bool,,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.oramp_alert.log,Rule,Oracle Messages from oramp_alert.log,Monitors the oramp_alert.log file from the Oracle MP.,Severity,int,1,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.oramp_alert.log,Rule,Oracle Messages from oramp_alert.log,Monitors the oramp_alert.log file from the Oracle MP.,Priority,int,1,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ActiveSessionsCnt,Rule,Number of Active Sessions,Collect the number of active sessions and stores it in the datawarehouse.,CollectToDW,bool,TRUE,,,FALSE,FALSE,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ActiveSessionsCnt,Rule,Number of Active Sessions,Collect the number of active sessions and stores it in the datawarehouse.,ProviderName,string,ORAMP_AsyncProvider1,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ActiveSessionsCnt,Rule,Number of Active Sessions,Collect the number of active sessions and stores it in the datawarehouse.,Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ActiveSessionsCnt,Rule,Number of Active Sessions,Collect the number of active sessions and stores it in the datawarehouse.,IntervalSeconds,string,900,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ActiveSessionsCnt,Rule,Number of Active Sessions,Collect the number of active sessions and stores it in the datawarehouse.,SyncTime,string,00:06,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ActiveSessionsCnt,Rule,Number of Active Sessions,Collect the number of active sessions and stores it in the datawarehouse.,CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchiveDestFreeSpaceGB,Rule,Archive Destination Free Space (Gigabyte),Collect the free space (Gigabyte) on archive destinations and stores the value in the datawarehouse.,ProviderName,string,ORAMP_AsyncProvider1,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchiveDestFreeSpaceGB,Rule,Archive Destination Free Space (Gigabyte),Collect the free space (Gigabyte) on archive destinations and stores the value in the datawarehouse.,Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchiveDestFreeSpaceGB,Rule,Archive Destination Free Space (Gigabyte),Collect the free space (Gigabyte) on archive destinations and stores the value in the datawarehouse.,IntervalSeconds,string,900,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchiveDestFreeSpaceGB,Rule,Archive Destination Free Space (Gigabyte),Collect the free space (Gigabyte) on archive destinations and stores the value in the datawarehouse.,SyncTime,string,00:06,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchiveDestFreeSpaceGB,Rule,Archive Destination Free Space (Gigabyte),Collect the free space (Gigabyte) on archive destinations and stores the value in the datawarehouse.,CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchiveDestFreeSpaceGB,Rule,Archive Destination Free Space (Gigabyte),Collect the free space (Gigabyte) on archive destinations and stores the value in the datawarehouse.,CollectToDW,bool,TRUE,,,FALSE,FALSE,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchivelogBackupState,Rule,Archivelog Backup State,"Collect the status of archivelog backup operations. The status is translated to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",CollectToDW,bool,TRUE,,,FALSE,FALSE,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchivelogBackupState,Rule,Archivelog Backup State,"Collect the status of archivelog backup operations. The status is translated to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",IntervalSeconds,string,3600,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchivelogBackupState,Rule,Archivelog Backup State,"Collect the status of archivelog backup operations. The status is translated to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchivelogBackupState,Rule,Archivelog Backup State,"Collect the status of archivelog backup operations. The status is translated to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",SyncTime,string,00:19,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchivelogBackupState,Rule,Archivelog Backup State,"Collect the status of archivelog backup operations. The status is translated to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",ProviderName,string,ORAMP_AsyncProvider2,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchivelogBackupState,Rule,Archivelog Backup State,"Collect the status of archivelog backup operations. The status is translated to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchiveLogsCountInArchiveDest,Rule,Estimated Archive Log Count,Collect the estimated number of Oracle archive logs that can be created in archive destinations and stores the value in the datawarehouse.,CollectToDW,bool,FALSE,,,,,TRUE,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchiveLogsCountInArchiveDest,Rule,Estimated Archive Log Count,Collect the estimated number of Oracle archive logs that can be created in archive destinations and stores the value in the datawarehouse.,ProviderName,string,ORAMP_AsyncProvider1,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchiveLogsCountInArchiveDest,Rule,Estimated Archive Log Count,Collect the estimated number of Oracle archive logs that can be created in archive destinations and stores the value in the datawarehouse.,Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchiveLogsCountInArchiveDest,Rule,Estimated Archive Log Count,Collect the estimated number of Oracle archive logs that can be created in archive destinations and stores the value in the datawarehouse.,IntervalSeconds,string,900,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchiveLogsCountInArchiveDest,Rule,Estimated Archive Log Count,Collect the estimated number of Oracle archive logs that can be created in archive destinations and stores the value in the datawarehouse.,SyncTime,string,00:06,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.ArchiveLogsCountInArchiveDest,Rule,Estimated Archive Log Count,Collect the estimated number of Oracle archive logs that can be created in archive destinations and stores the value in the datawarehouse.,CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.Computer.Discovery,Discovery,Oracle Computer Discovery (UNIX/Linux),Discover UNIX/Linux Computers where Oracle is installed.,Enabled,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.Computer.Group.Discovery,Discovery,Oracle Computer Group Discovery (UNIX/Linux),Discover the Group of Computers with Oracle installed.,Enabled,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.Computer.Heartbeat.Monitor,UnitMonitor,Oracle MP Instrumentation Heartbeat Monitor,Monitor to check NiCE Oracle Instrumentation.,Enabled,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.Controlfile.Discovery,Discovery,Oracle Control File Discovery (UNIX/Linux),Discover the Oracle Control Files on a UNIX/Linux Computer.,Enabled,bool,TRUE,,FALSE,FALSE,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateFull,Rule,Backup State (Full),"Collect the status of full backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",CollectToDW,bool,FALSE,,,,,TRUE,
NiCE.Oracle.X,NiCE.Oracle.X.Controlfiles.Node.Discovery,Discovery,Oracle Control Files Node Discovery (UNIX/Linux),Discover the Node Control Files for Grouping.,Enabled,bool,TRUE,,FALSE,FALSE,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateFull,Rule,Backup State (Full),"Collect the status of full backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",SyncTime,string,00:19,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateFull,Rule,Backup State (Full),"Collect the status of full backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",IntervalSeconds,string,3600,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateFull,Rule,Backup State (Full),"Collect the status of full backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateFull,Rule,Backup State (Full),"Collect the status of full backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",ProviderName,string,ORAMP_AsyncProvider2,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateFull,Rule,Backup State (Full),"Collect the status of full backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",BackupType,string,DB FULL,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateFull,Rule,Backup State (Full),"Collect the status of full backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateIncr,Rule,Backup State (Incremental),"Collect the status of incremental backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",CollectToDW,bool,FALSE,,,,,TRUE,
NiCE.Oracle.X,NiCE.Oracle.X.Cookdown.Controlfiles.Discovery,Discovery,Oracle Control Files Auxiliary Discovery (UNIX/Linux),Discovery to optimize the Oracle Control Files Discovery.,Enabled,bool,TRUE,,FALSE,FALSE,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateIncr,Rule,Backup State (Incremental),"Collect the status of incremental backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",SyncTime,string,00:19,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateIncr,Rule,Backup State (Incremental),"Collect the status of incremental backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",IntervalSeconds,string,3600,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateIncr,Rule,Backup State (Incremental),"Collect the status of incremental backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateIncr,Rule,Backup State (Incremental),"Collect the status of incremental backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",ProviderName,string,ORAMP_AsyncProvider2,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateIncr,Rule,Backup State (Incremental),"Collect the status of incremental backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",BackupType,string,DB INCR,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BackupStateIncr,Rule,Backup State (Incremental),"Collect the status of incremental backup operations. The status translate to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BufferHitPrct,Rule,Buffer Cache Hit Ratio,Collect the buffer cache hit ratio for an instance and stores it in the datawarehouse.,CollectToDW,bool,TRUE,,,FALSE,FALSE,,
NiCE.Oracle.X,NiCE.Oracle.X.Cookdown.PDB.Discovery,Discovery,Oracle PDB Auxiliary Discovery (UNIX/Linux),Discovery to optimize the Oracle PDB Discovery.,Enabled,bool,TRUE,,FALSE,FALSE,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BufferHitPrct,Rule,Buffer Cache Hit Ratio,Collect the buffer cache hit ratio for an instance and stores it in the datawarehouse.,IntervalSeconds,string,300,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BufferHitPrct,Rule,Buffer Cache Hit Ratio,Collect the buffer cache hit ratio for an instance and stores it in the datawarehouse.,Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BufferHitPrct,Rule,Buffer Cache Hit Ratio,Collect the buffer cache hit ratio for an instance and stores it in the datawarehouse.,SyncTime,string,,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BufferHitPrct,Rule,Buffer Cache Hit Ratio,Collect the buffer cache hit ratio for an instance and stores it in the datawarehouse.,ProviderName,string,ORAMP_SyncProvider1,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.BufferHitPrct,Rule,Buffer Cache Hit Ratio,Collect the buffer cache hit ratio for an instance and stores it in the datawarehouse.,CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.CPUUtilPct,Rule,Oracle Instance CPU Utilization Percentage,Collect Oracle Instance CPU Utilization Percentage,CollectToDW,bool,TRUE,,,FALSE,FALSE,,
NiCE.Oracle.X,NiCE.Oracle.X.Cookdown.PDB.Tablespace.Discovery,Discovery,Oracle Tablespace (PDB) Auxiliary Discovery (UNIX/Linux),Discovery to optimize the Oracle PDB Tablespace Discovery.,Enabled,bool,TRUE,,FALSE,FALSE,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.CPUUtilPct,Rule,Oracle Instance CPU Utilization Percentage,Collect Oracle Instance CPU Utilization Percentage,ProviderName,string,ORAMP_SyncProvider1,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.CPUUtilPct,Rule,Oracle Instance CPU Utilization Percentage,Collect Oracle Instance CPU Utilization Percentage,Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.CPUUtilPct,Rule,Oracle Instance CPU Utilization Percentage,Collect Oracle Instance CPU Utilization Percentage,IntervalSeconds,string,300,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.CPUUtilPct,Rule,Oracle Instance CPU Utilization Percentage,Collect Oracle Instance CPU Utilization Percentage,SyncTime,string,,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.CPUUtilPct,Rule,Oracle Instance CPU Utilization Percentage,Collect Oracle Instance CPU Utilization Percentage,CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.CriticalTSFreePercentSummary,Rule,Critical Tablespace Free Summary (Percent),Collect critical tablespace free summary information in percent (internal threshold).,CollectToDW,bool,FALSE,,,,,TRUE,
NiCE.Oracle.X,NiCE.Oracle.X.Cookdown.PDBs.Discovery,Discovery,Oracle PDBs Auxiliary Discovery (UNIX/Linux),Discovery to optimize the Oracle PDBs Discovery.,Enabled,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.CriticalTSFreePercentSummary,Rule,Critical Tablespace Free Summary (Percent),Collect critical tablespace free summary information in percent (internal threshold).,IntervalSeconds,string,14400,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.CriticalTSFreePercentSummary,Rule,Critical Tablespace Free Summary (Percent),Collect critical tablespace free summary information in percent (internal threshold).,Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.CriticalTSFreePercentSummary,Rule,Critical Tablespace Free Summary (Percent),Collect critical tablespace free summary information in percent (internal threshold).,SyncTime,string,00:37,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.CriticalTSFreePercentSummary,Rule,Critical Tablespace Free Summary (Percent),Collect critical tablespace free summary information in percent (internal threshold).,ProviderName,string,ORAMP_AsyncProvider3,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.CriticalTSFreePercentSummary,Rule,Critical Tablespace Free Summary (Percent),Collect critical tablespace free summary information in percent (internal threshold).,CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardApplyLagHoursCnt,Rule,Oracle Data Guard Apply Lag,Collect Data Guard apply lag in hours.,CollectToDW,bool,FALSE,,,,,TRUE,
NiCE.Oracle.X,NiCE.Oracle.X.Cookdown.RACDBServices.Discovery,Discovery,Oracle RAC DB Services Auxiliary Discovery (UNIX/Linux),Discover the RAC DB Service for Grouping.,Enabled,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardApplyLagHoursCnt,Rule,Oracle Data Guard Apply Lag,Collect Data Guard apply lag in hours.,IntervalSeconds,string,900,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardApplyLagHoursCnt,Rule,Oracle Data Guard Apply Lag,Collect Data Guard apply lag in hours.,Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardApplyLagHoursCnt,Rule,Oracle Data Guard Apply Lag,Collect Data Guard apply lag in hours.,SyncTime,string,00:06,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardApplyLagHoursCnt,Rule,Oracle Data Guard Apply Lag,Collect Data Guard apply lag in hours.,ProviderName,string,ORAMP_AsyncProvider1,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardApplyLagHoursCnt,Rule,Oracle Data Guard Apply Lag,Collect Data Guard apply lag in hours.,CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardDestinationErrorsCnt,Rule,Oracle Data Guard Destination Errors,Collect Data Guard destination errors and invalid states.,CollectToDW,bool,FALSE,,,,,TRUE,
NiCE.Oracle.X,NiCE.Oracle.X.Cookdown.Redologfiles.Discovery,Discovery,Oracle Redo Log Files Auxiliary Discovery (UNIX/Linux),Discovery to optimize the Oracle Redo Log Files Discovery.,Enabled,bool,TRUE,,FALSE,FALSE,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardDestinationErrorsCnt,Rule,Oracle Data Guard Destination Errors,Collect Data Guard destination errors and invalid states.,IntervalSeconds,string,900,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardDestinationErrorsCnt,Rule,Oracle Data Guard Destination Errors,Collect Data Guard destination errors and invalid states.,Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardDestinationErrorsCnt,Rule,Oracle Data Guard Destination Errors,Collect Data Guard destination errors and invalid states.,SyncTime,string,00:06,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardDestinationErrorsCnt,Rule,Oracle Data Guard Destination Errors,Collect Data Guard destination errors and invalid states.,ProviderName,string,ORAMP_AsyncProvider1,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardDestinationErrorsCnt,Rule,Oracle Data Guard Destination Errors,Collect Data Guard destination errors and invalid states.,CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardSentLagHoursCnt,Rule,Oracle Data Guard Sent Lag,Collect Data Guard sent lag in hours.,CollectToDW,bool,FALSE,,,,,TRUE,
NiCE.Oracle.X,NiCE.Oracle.X.Cookdown.Server.Discovery,Discovery,Oracle Database Server Auxiliary Discovery (UNIX/Linux),Discovery to optimize the Oracle Server Discovery.,Enabled,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardSentLagHoursCnt,Rule,Oracle Data Guard Sent Lag,Collect Data Guard sent lag in hours.,IntervalSeconds,string,900,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardSentLagHoursCnt,Rule,Oracle Data Guard Sent Lag,Collect Data Guard sent lag in hours.,Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardSentLagHoursCnt,Rule,Oracle Data Guard Sent Lag,Collect Data Guard sent lag in hours.,SyncTime,string,00:06,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardSentLagHoursCnt,Rule,Oracle Data Guard Sent Lag,Collect Data Guard sent lag in hours.,ProviderName,string,ORAMP_AsyncProvider1,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DataGuardSentLagHoursCnt,Rule,Oracle Data Guard Sent Lag,Collect Data Guard sent lag in hours.,CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DBBackupState,Rule,Database Backup State,"Collect the status of database backup operations. The status is translated to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",CollectToDW,bool,TRUE,,,FALSE,FALSE,,
NiCE.Oracle.X,NiCE.Oracle.X.Cookdown.Tablespace.Discovery,Discovery,Oracle Tablespace Auxiliary Discovery (UNIX/Linux),Discovery to optimize the Oracle Tablespace Discovery.,Enabled,bool,TRUE,,FALSE,FALSE,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DBBackupState,Rule,Database Backup State,"Collect the status of database backup operations. The status is translated to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",IntervalSeconds,string,3600,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DBBackupState,Rule,Database Backup State,"Collect the status of database backup operations. The status is translated to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DBBackupState,Rule,Database Backup State,"Collect the status of database backup operations. The status is translated to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",SyncTime,string,00:19,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DBBackupState,Rule,Database Backup State,"Collect the status of database backup operations. The status is translated to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",ProviderName,string,ORAMP_AsyncProvider2,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DBBackupState,Rule,Database Backup State,"Collect the status of database backup operations. The status is translated to the following values: Completed=0, Completed with Warnings=1, Completed with Errors = 2, Failed=3.",CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DBSizeGB,Rule,Database Size (GB),Collect Database Size (GB),CollectToDW,bool,TRUE,,,FALSE,FALSE,,
NiCE.Oracle.X,NiCE.Oracle.X.Cookdown.Tablespaces.Discovery,Discovery,Oracle Tablespaces Auxiliary Discovery (UNIX/Linux),Discovery to optimize the Oracle Tablespaces Discovery.,Enabled,bool,TRUE,,FALSE,FALSE,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DBSizeGB,Rule,Database Size (GB),Collect Database Size (GB),IntervalSeconds,string,14400,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DBSizeGB,Rule,Database Size (GB),Collect Database Size (GB),Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DBSizeGB,Rule,Database Size (GB),Collect Database Size (GB),SyncTime,string,00:37,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DBSizeGB,Rule,Database Size (GB),Collect Database Size (GB),ProviderName,string,ORAMP_AsyncProvider3,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DBSizeGB,Rule,Database Size (GB),Collect Database Size (GB),CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DictHitPrct,Rule,Dictionary Cache Hit Ratio,Collect the dictionary cache hit ratio for an instance.,CollectToDW,bool,FALSE,,,,,TRUE,
NiCE.Oracle.X,NiCE.Oracle.X.Database.Discovery,Discovery,Oracle Database Discovery (UNIX/Linux),Discover the Oracle Database on a UNIX/Linux Computer.,Enabled,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DictHitPrct,Rule,Dictionary Cache Hit Ratio,Collect the dictionary cache hit ratio for an instance.,IntervalSeconds,string,300,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DictHitPrct,Rule,Dictionary Cache Hit Ratio,Collect the dictionary cache hit ratio for an instance.,Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DictHitPrct,Rule,Dictionary Cache Hit Ratio,Collect the dictionary cache hit ratio for an instance.,SyncTime,string,,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DictHitPrct,Rule,Dictionary Cache Hit Ratio,Collect the dictionary cache hit ratio for an instance.,ProviderName,string,ORAMP_SyncProvider1,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DictHitPrct,Rule,Dictionary Cache Hit Ratio,Collect the dictionary cache hit ratio for an instance.,CollectToDB,bool,TRUE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DiskSortsRate,Rule,Disk Sorts Rate,Collect the number of disk sorts per hour and stores it in the datawarehouse.,ProviderName,string,ORAMP_AsyncProvider2,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DiskSortsRate,Rule,Disk Sorts Rate,Collect the number of disk sorts per hour and stores it in the datawarehouse.,Tracing,bool,FALSE,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DiskSortsRate,Rule,Disk Sorts Rate,Collect the number of disk sorts per hour and stores it in the datawarehouse.,IntervalSeconds,string,3600,,,,,,
NiCE.Oracle.X,NiCE.Oracle.X.PerfRule.DiskSortsRate,Rule,Disk Sorts Rate,Collect the number of disk sorts per hour and stores it in the datawarehouse.,SyncTime,string,00:19,,,,,,
