ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Balanced,Essential,Full,Notes
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.A.script.has.not.responded.within.the.configured.timeout.period,Rule,A script has not responded within the configured timeout period.,A script has not responded within the configured timeout period.,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.A.script.has.not.responded.within.the.configured.timeout.period,Rule,A script has not responded within the configured timeout period.,A script has not responded within the configured timeout period.,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.A.script.has.not.responded.within.the.configured.timeout.period,Rule,A script has not responded within the configured timeout period.,A script has not responded within the configured timeout period.,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.A.server.side.include.file.has.included.itself.or.the.maximum.depth.of.server.side.includes.has.been.exceeded,Rule,A server side include file has included itself or the maximum depth of server side includes has been exceeded,A server side include file has included itself or the maximum depth of server side includes has been exceeded,Enabled,bool,TRUE,FALSE,FALSE,,Reduced alerting for both Essentials and Balanced configurations
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.A.server.side.include.file.has.included.itself.or.the.maximum.depth.of.server.side.includes.has.been.exceeded,Rule,A server side include file has included itself or the maximum depth of server side includes has been exceeded,A server side include file has included itself or the maximum depth of server side includes has been exceeded,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.A.server.side.include.file.has.included.itself.or.the.maximum.depth.of.server.side.includes.has.been.exceeded,Rule,A server side include file has included itself or the maximum depth of server side includes has been exceeded,A server side include file has included itself or the maximum depth of server side includes has been exceeded,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Application.pool.disabled.due.to.WAS.request.failure.Monitor,UnitMonitor,Application pool disabled due to WAS request failure,Application pool disabled due to WAS request failure,Enabled,bool,TRUE,,TRUE,,Core IIS Component Monitoring
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Application.Pool.disabled.due.to.worker.process.failure.Monitor,UnitMonitor,Application Pool disabled due to worker process failure,Application Pool disabled due to worker process failure,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Application.pool.has.an.IdleTimeout.equal.to.or.greater.than.the.PeriodicRestart.time,Rule,Application Pool has an Idle Timeout equal to or greater than the Periodic Restart time,Application Pool has an Idle Timeout equal to or greater than the Periodic Restart time,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Application.pool.has.an.IdleTimeout.equal.to.or.greater.than.the.PeriodicRestart.time,Rule,Application Pool has an Idle Timeout equal to or greater than the Periodic Restart time,Application Pool has an Idle Timeout equal to or greater than the Periodic Restart time,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Application.pool.has.an.IdleTimeout.equal.to.or.greater.than.the.PeriodicRestart.time,Rule,Application Pool has an Idle Timeout equal to or greater than the Periodic Restart time,Application Pool has an Idle Timeout equal to or greater than the Periodic Restart time,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Application.pool.worker.process.is.unresponsive,Rule,Application Pool worker process is unresponsive,Application Pool worker process is unresponsive,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Application.pool.worker.process.is.unresponsive,Rule,Application Pool worker process is unresponsive,Application Pool worker process is unresponsive,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Application.pool.worker.process.is.unresponsive,Rule,Application Pool worker process is unresponsive,Application Pool worker process is unresponsive,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Application.pool.worker.process.terminated.unexpectedly,Rule,Application Pool worker process terminated unexpectedly,Application Pool worker process terminated unexpectedly,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Application.pool.worker.process.terminated.unexpectedly,Rule,Application Pool worker process terminated unexpectedly,Application Pool worker process terminated unexpectedly,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Application.pool.worker.process.terminated.unexpectedly,Rule,Application Pool worker process terminated unexpectedly,Application Pool worker process terminated unexpectedly,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.ApplicationPoolStatusCheck.Monitor,UnitMonitor,Application Pool availability,Application Pool availability,Enabled,bool,TRUE,,TRUE,,Core IIS Component Monitoring
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.ApplicationPoolStatusCheck.Monitor,UnitMonitor,Application Pool availability,Application Pool availability,PeriodInSeconds,int,60,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.HttpServiceRequestQueuesCurrentQueueSize,Rule,HTTP Service Request Queues\Current Queue Size Performance Rule,Number of requests in the queue,Enabled,bool,FALSE,,,TRUE,Additional performance collection for full configuration
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.HttpServiceRequestQueuesCurrentQueueSize,Rule,HTTP Service Request Queues\Current Queue Size Performance Rule,Number of requests in the queue,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.HttpServiceRequestQueuesCurrentQueueSize,Rule,HTTP Service Request Queues\Current Queue Size Performance Rule,Number of requests in the queue,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.HttpServiceRequestQueuesCurrentQueueSize,Rule,HTTP Service Request Queues\Current Queue Size Performance Rule,Number of requests in the queue,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.HttpServiceRequestQueuesRejectionRate,Rule,HTTP Service Request Queues\Rejection Rate Performance Rule,Rate at which requests are rejected from the queue,Enabled,bool,FALSE,,,TRUE,Additional performance collection for full configuration
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.HttpServiceRequestQueuesRejectionRate,Rule,HTTP Service Request Queues\Rejection Rate Performance Rule,Rate at which requests are rejected from the queue,Tolerance,double,5,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.HttpServiceRequestQueuesRejectionRate,Rule,HTTP Service Request Queues\Rejection Rate Performance Rule,Rate at which requests are rejected from the queue,MaximumSampleSeparation,int,4,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.HttpServiceRequestQueuesRejectionRate,Rule,HTTP Service Request Queues\Rejection Rate Performance Rule,Rate at which requests are rejected from the queue,Frequency,int,300,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.MemoryLeak.Monitor,UnitMonitor,Potential memory leak in web application code,This monitor looks at events logged when the application pool is recycled due to exceeding the configured memory thresholds and will change its state to warning if the application pool is recycled too frequently (based on the configuration of the monitor). This is a manual reset monitor which means it will not switch to healthy state automatically. To switch the monitor to healthy state you will need to reset the monitor using health explorer.,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.MemoryLeak.Monitor,UnitMonitor,Potential memory leak in web application code,This monitor looks at events logged when the application pool is recycled due to exceeding the configured memory thresholds and will change its state to warning if the application pool is recycled too frequently (based on the configuration of the monitor). This is a manual reset monitor which means it will not switch to healthy state automatically. To switch the monitor to healthy state you will need to reset the monitor using health explorer.,NumberOfOccurrences,int,10,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ApplicationPool.MemoryLeak.Monitor,UnitMonitor,Potential memory leak in web application code,This monitor looks at events logged when the application pool is recycled due to exceeding the configured memory thresholds and will change its state to warning if the application pool is recycled too frequently (based on the configuration of the monitor). This is a manual reset monitor which means it will not switch to healthy state automatically. To switch the monitor to healthy state you will need to reset the monitor using health explorer.,NumberOfSeconds,int,3600,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ASP.application.error.occured,Rule,ASP application error occurred,ASP application error occurred,Enabled,bool,TRUE,FALSE,FALSE,,Reduced alerting for both Essentials and Balanced configurations
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ASP.application.error.occured,Rule,ASP application error occurred,ASP application error occurred,Priority,int,1,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ASP.application.error.occured,Rule,ASP application error occurred,ASP application error occurred,Severity,int,1,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.ComputerGroupDiscovery,Discovery,IIS 10 Servers Computer Group Discovery,This rule inserts all servers which run IIS 10 into the IIS 10 Servers Computer Group.,Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover0To15AppPools,Discovery,IIS 10 Application Pool Discovery (0-15 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover0To15AppPools,Discovery,IIS 10 Application Pool Discovery (0-15 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",PeriodInSeconds,int,14400,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover0To15AppPools,Discovery,IIS 10 Application Pool Discovery (0-15 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",LowerDiscoveryPercentage,int,0,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover0To15AppPools,Discovery,IIS 10 Application Pool Discovery (0-15 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",UpperDiscoveryPercentage,int,15,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover0To20WebApplications,Discovery,IIS 10 Web Application Discovery (0-20 percent),"This rule runs against every IIS 10 Web Server and discovers which web applications are installed. On some web servers there might be a very large number of web applications. To properly handle discovery of a large number of web applications, this rule discovers only a subset of the installed web applications.",Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover0To20WebApplications,Discovery,IIS 10 Web Application Discovery (0-20 percent),"This rule runs against every IIS 10 Web Server and discovers which web applications are installed. On some web servers there might be a very large number of web applications. To properly handle discovery of a large number of web applications, this rule discovers only a subset of the installed web applications.",LowerDiscoveryPercentage,int,0,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover0To20WebApplications,Discovery,IIS 10 Web Application Discovery (0-20 percent),"This rule runs against every IIS 10 Web Server and discovers which web applications are installed. On some web servers there might be a very large number of web applications. To properly handle discovery of a large number of web applications, this rule discovers only a subset of the installed web applications.",UpperDiscoveryPercentage,int,20,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover0To20WebApplications,Discovery,IIS 10 Web Application Discovery (0-20 percent),"This rule runs against every IIS 10 Web Server and discovers which web applications are installed. On some web servers there might be a very large number of web applications. To properly handle discovery of a large number of web applications, this rule discovers only a subset of the installed web applications.",PeriodInSeconds,int,14400,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover0To8WebSites,Discovery,IIS 10 Web Site Discovery (0-8 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover0To8WebSites,Discovery,IIS 10 Web Site Discovery (0-8 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",PeriodInSeconds,int,14400,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover0To8WebSites,Discovery,IIS 10 Web Site Discovery (0-8 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",UpperDiscoveryPercentage,int,8,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover0To8WebSites,Discovery,IIS 10 Web Site Discovery (0-8 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",LowerDiscoveryPercentage,int,0,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover15To30AppPools,Discovery,IIS 10 Application Pool Discovery (15-30 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover15To30AppPools,Discovery,IIS 10 Application Pool Discovery (15-30 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",PeriodInSeconds,int,14400,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover15To30AppPools,Discovery,IIS 10 Application Pool Discovery (15-30 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",LowerDiscoveryPercentage,int,15,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover15To30AppPools,Discovery,IIS 10 Application Pool Discovery (15-30 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",UpperDiscoveryPercentage,int,30,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover16To24WebSites,Discovery,IIS 10 Web Site Discovery (16-24 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover16To24WebSites,Discovery,IIS 10 Web Site Discovery (16-24 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",PeriodInSeconds,int,14400,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover16To24WebSites,Discovery,IIS 10 Web Site Discovery (16-24 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",UpperDiscoveryPercentage,int,24,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover16To24WebSites,Discovery,IIS 10 Web Site Discovery (16-24 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",LowerDiscoveryPercentage,int,16,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover20To40WebApplications,Discovery,IIS 10 Web Application Discovery (20-40 percent),"This rule runs against every IIS 10 Web Server and discovers which web applications are installed. On some web servers there might be a very large number of web applications. To properly handle discovery of a large number of web applications, this rule discovers only a subset of the installed web applications.",Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover20To40WebApplications,Discovery,IIS 10 Web Application Discovery (20-40 percent),"This rule runs against every IIS 10 Web Server and discovers which web applications are installed. On some web servers there might be a very large number of web applications. To properly handle discovery of a large number of web applications, this rule discovers only a subset of the installed web applications.",LowerDiscoveryPercentage,int,20,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover20To40WebApplications,Discovery,IIS 10 Web Application Discovery (20-40 percent),"This rule runs against every IIS 10 Web Server and discovers which web applications are installed. On some web servers there might be a very large number of web applications. To properly handle discovery of a large number of web applications, this rule discovers only a subset of the installed web applications.",UpperDiscoveryPercentage,int,40,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover20To40WebApplications,Discovery,IIS 10 Web Application Discovery (20-40 percent),"This rule runs against every IIS 10 Web Server and discovers which web applications are installed. On some web servers there might be a very large number of web applications. To properly handle discovery of a large number of web applications, this rule discovers only a subset of the installed web applications.",PeriodInSeconds,int,14400,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover24To32WebSites,Discovery,IIS 10 Web Site Discovery (24-32 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover24To32WebSites,Discovery,IIS 10 Web Site Discovery (24-32 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",PeriodInSeconds,int,14400,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover24To32WebSites,Discovery,IIS 10 Web Site Discovery (24-32 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",UpperDiscoveryPercentage,int,32,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover24To32WebSites,Discovery,IIS 10 Web Site Discovery (24-32 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",LowerDiscoveryPercentage,int,24,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover30To45AppPools,Discovery,IIS 10 Application Pool Discovery (30-45 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover30To45AppPools,Discovery,IIS 10 Application Pool Discovery (30-45 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",PeriodInSeconds,int,14400,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover30To45AppPools,Discovery,IIS 10 Application Pool Discovery (30-45 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",LowerDiscoveryPercentage,int,30,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover30To45AppPools,Discovery,IIS 10 Application Pool Discovery (30-45 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",UpperDiscoveryPercentage,int,45,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover32To40WebSites,Discovery,IIS 10 Web Site Discovery (32-40 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover32To40WebSites,Discovery,IIS 10 Web Site Discovery (32-40 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",PeriodInSeconds,int,14400,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover32To40WebSites,Discovery,IIS 10 Web Site Discovery (32-40 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",UpperDiscoveryPercentage,int,40,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover32To40WebSites,Discovery,IIS 10 Web Site Discovery (32-40 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",LowerDiscoveryPercentage,int,32,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover40To48WebSites,Discovery,IIS 10 Web Site Discovery (40-48 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover40To48WebSites,Discovery,IIS 10 Web Site Discovery (40-48 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",PeriodInSeconds,int,14400,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover40To48WebSites,Discovery,IIS 10 Web Site Discovery (40-48 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",UpperDiscoveryPercentage,int,48,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover40To48WebSites,Discovery,IIS 10 Web Site Discovery (40-48 percent),"This rule runs against every IIS 10 Web Server and discovers which web sites are installed. On some web servers there might be a very large number of web sites. To properly handle discovery of a large number of web sites, this rule discovers only a subset of the installed web sites.",LowerDiscoveryPercentage,int,40,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover40To60WebApplications,Discovery,IIS 10 Web Application Discovery (40-60 percent),"This rule runs against every IIS 10 Web Server and discovers which web applications are installed. On some web servers there might be a very large number of web applications. To properly handle discovery of a large number of web applications, this rule discovers only a subset of the installed web applications.",Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover40To60WebApplications,Discovery,IIS 10 Web Application Discovery (40-60 percent),"This rule runs against every IIS 10 Web Server and discovers which web applications are installed. On some web servers there might be a very large number of web applications. To properly handle discovery of a large number of web applications, this rule discovers only a subset of the installed web applications.",LowerDiscoveryPercentage,int,40,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover40To60WebApplications,Discovery,IIS 10 Web Application Discovery (40-60 percent),"This rule runs against every IIS 10 Web Server and discovers which web applications are installed. On some web servers there might be a very large number of web applications. To properly handle discovery of a large number of web applications, this rule discovers only a subset of the installed web applications.",UpperDiscoveryPercentage,int,60,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover40To60WebApplications,Discovery,IIS 10 Web Application Discovery (40-60 percent),"This rule runs against every IIS 10 Web Server and discovers which web applications are installed. On some web servers there might be a very large number of web applications. To properly handle discovery of a large number of web applications, this rule discovers only a subset of the installed web applications.",PeriodInSeconds,int,14400,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover45To60AppPools,Discovery,IIS 10 Application Pool Discovery (45-60 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",Enabled,bool,TRUE,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover45To60AppPools,Discovery,IIS 10 Application Pool Discovery (45-60 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",PeriodInSeconds,int,14400,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover45To60AppPools,Discovery,IIS 10 Application Pool Discovery (45-60 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",LowerDiscoveryPercentage,int,45,,,,
Microsoft.Windows.InternetInformationServices.2016,Microsoft.Windows.InternetInformationServices.10.0.Discover45To60AppPools,Discovery,IIS 10 Application Pool Discovery (45-60 percent),"This rule runs against every IIS 10 Web Server and discovers which application pools are installed. On some web servers there might be a very large number of application pools. To properly handle discovery of a large number of application pools, this rule discovers only a subset of the installed application pools.",UpperDiscoveryPercentage,int,60,,,,
