ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Minimal,Notes
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUsage.Perf,Rule,Free Disk Partition Space (in MB) (Performance DB DW),Collects amount of free space per disk partition in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUsage.Perf,Rule,Free Disk Partition Space (in MB) (Performance DB DW),Collects amount of free space per disk partition in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUsage.Perf,Rule,Free Disk Partition Space (in MB) (Performance DB DW),Collects amount of free space per disk partition in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUsage.Perf,Rule,Free Disk Partition Space (in MB) (Performance DB DW),Collects amount of free space per disk partition in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUsage.Perf,Rule,Free Disk Partition Space (in MB) (Performance DB DW),Collects amount of free space per disk partition in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUsage.Perf,Rule,Free Disk Partition Space (in MB) (Performance DB DW),Collects amount of free space per disk partition in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Host/Host/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUsage.Perf,Rule,Free Disk Partition Space (in MB) (Performance DB DW),Collects amount of free space per disk partition in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUtilization.Perf,Rule,Used TMM Memory (in %) (Performance DB DW),Collects amount of used TMM memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUtilization.Perf,Rule,Used TMM Memory (in %) (Performance DB DW),Collects amount of used TMM memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUtilization.Perf,Rule,Used TMM Memory (in %) (Performance DB DW),Collects amount of used TMM memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUtilization.Perf,Rule,Used TMM Memory (in %) (Performance DB DW),Collects amount of used TMM memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUtilization.Perf,Rule,Used TMM Memory (in %) (Performance DB DW),Collects amount of used TMM memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUtilization.Perf,Rule,Used TMM Memory (in %) (Performance DB DW),Collects amount of used TMM memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Host/Host/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUtilization.Perf,Rule,Used TMM Memory (in %) (Performance DB DW),Collects amount of used TMM memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryFree.Perf,Rule,Free Memory (in MB) (Performance DB DW),Collects amount of free memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryFree.Perf,Rule,Free Memory (in MB) (Performance DB DW),Collects amount of free memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryFree.Perf,Rule,Free Memory (in MB) (Performance DB DW),Collects amount of free memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryFree.Perf,Rule,Free Memory (in MB) (Performance DB DW),Collects amount of free memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryFree.Perf,Rule,Free Memory (in MB) (Performance DB DW),Collects amount of free memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryFree.Perf,Rule,Free Memory (in MB) (Performance DB DW),Collects amount of free memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryFree.Perf,Rule,Free Memory (in MB) (Performance DB DW),Collects amount of free memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.OutboundLicenseUtilization.Perf,Rule,Outbound License Utilization (in %) (Performance DB DW),Collects outbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,FALSE,FALSE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.OutboundLicenseUtilization.Perf,Rule,Outbound License Utilization (in %) (Performance DB DW),Collects outbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.OutboundLicenseUtilization.Perf,Rule,Outbound License Utilization (in %) (Performance DB DW),Collects outbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.OutboundLicenseUtilization.Perf,Rule,Outbound License Utilization (in %) (Performance DB DW),Collects outbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.OutboundLicenseUtilization.Perf,Rule,Outbound License Utilization (in %) (Performance DB DW),Collects outbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.OutboundLicenseUtilization.Perf,Rule,Outbound License Utilization (in %) (Performance DB DW),Collects outbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.OutboundLicenseUtilization.Perf,Rule,Outbound License Utilization (in %) (Performance DB DW),Collects outbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IncludeMgmtInterfaceTraffic,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.OutboundLicenseUtilization.Perf,Rule,Outbound License Utilization (in %) (Performance DB DW),Collects outbound license utilization in % for a F5 BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUtilization.Perf,Rule,Free Disk Space (in %) (Performance DB DW),Collects amount of free space per disk (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUtilization.Perf,Rule,Free Disk Space (in %) (Performance DB DW),Collects amount of free space per disk (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUtilization.Perf,Rule,Free Disk Space (in %) (Performance DB DW),Collects amount of free space per disk (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUtilization.Perf,Rule,Free Disk Space (in %) (Performance DB DW),Collects amount of free space per disk (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUtilization.Perf,Rule,Free Disk Space (in %) (Performance DB DW),Collects amount of free space per disk (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUtilization.Perf,Rule,Free Disk Space (in %) (Performance DB DW),Collects amount of free space per disk (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUtilization.Perf,Rule,Free Disk Space (in %) (Performance DB DW),Collects amount of free space per disk (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUsage.Perf,Rule,Used Memory (in MB) (Performance DB DW),Collects amount of used memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUsage.Perf,Rule,Used Memory (in MB) (Performance DB DW),Collects amount of used memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUsage.Perf,Rule,Used Memory (in MB) (Performance DB DW),Collects amount of used memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUsage.Perf,Rule,Used Memory (in MB) (Performance DB DW),Collects amount of used memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUsage.Perf,Rule,Used Memory (in MB) (Performance DB DW),Collects amount of used memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUsage.Perf,Rule,Used Memory (in MB) (Performance DB DW),Collects amount of used memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUsage.Perf,Rule,Used Memory (in MB) (Performance DB DW),Collects amount of used memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUsage.Perf,Rule,Used TMM Memory (in MB) (Performance DB DW),Collects amount of used TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUsage.Perf,Rule,Used TMM Memory (in MB) (Performance DB DW),Collects amount of used TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUsage.Perf,Rule,Used TMM Memory (in MB) (Performance DB DW),Collects amount of used TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUsage.Perf,Rule,Used TMM Memory (in MB) (Performance DB DW),Collects amount of used TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUsage.Perf,Rule,Used TMM Memory (in MB) (Performance DB DW),Collects amount of used TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUsage.Perf,Rule,Used TMM Memory (in MB) (Performance DB DW),Collects amount of used TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Host/Host/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TMM.MemoryUsage.Perf,Rule,Used TMM Memory (in MB) (Performance DB DW),Collects amount of used TMM memory in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundOutboundTraffic.Perf,Rule,F5 BIG-IP Device Traffic (in Mbps) (Performance DB DW),Collects F5 BIG-IP Device Traffic (Inbound + Outbound) in Megabits per Second..,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundOutboundTraffic.Perf,Rule,F5 BIG-IP Device Traffic (in Mbps) (Performance DB DW),Collects F5 BIG-IP Device Traffic (Inbound + Outbound) in Megabits per Second..,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundOutboundTraffic.Perf,Rule,F5 BIG-IP Device Traffic (in Mbps) (Performance DB DW),Collects F5 BIG-IP Device Traffic (Inbound + Outbound) in Megabits per Second..,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundOutboundTraffic.Perf,Rule,F5 BIG-IP Device Traffic (in Mbps) (Performance DB DW),Collects F5 BIG-IP Device Traffic (Inbound + Outbound) in Megabits per Second..,IncludeMgmtInterfaceTraffic,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundOutboundTraffic.Perf,Rule,F5 BIG-IP Device Traffic (in Mbps) (Performance DB DW),Collects F5 BIG-IP Device Traffic (Inbound + Outbound) in Megabits per Second..,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundOutboundTraffic.Perf,Rule,F5 BIG-IP Device Traffic (in Mbps) (Performance DB DW),Collects F5 BIG-IP Device Traffic (Inbound + Outbound) in Megabits per Second..,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundOutboundTraffic.Perf,Rule,F5 BIG-IP Device Traffic (in Mbps) (Performance DB DW),Collects F5 BIG-IP Device Traffic (Inbound + Outbound) in Megabits per Second..,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.InboundOutboundTraffic.Perf,Rule,F5 BIG-IP Device Traffic (in Mbps) (Performance DB DW),Collects F5 BIG-IP Device Traffic (Inbound + Outbound) in Megabits per Second..,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuCoreUtilization.Perf,Rule,CPU Core (in %) (Performance DB DW),Collects percentage of CPU utilization per CPU core for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuCoreUtilization.Perf,Rule,CPU Core (in %) (Performance DB DW),Collects percentage of CPU utilization per CPU core for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuCoreUtilization.Perf,Rule,CPU Core (in %) (Performance DB DW),Collects percentage of CPU utilization per CPU core for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuCoreUtilization.Perf,Rule,CPU Core (in %) (Performance DB DW),Collects percentage of CPU utilization per CPU core for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuCoreUtilization.Perf,Rule,CPU Core (in %) (Performance DB DW),Collects percentage of CPU utilization per CPU core for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuCoreUtilization.Perf,Rule,CPU Core (in %) (Performance DB DW),Collects percentage of CPU utilization per CPU core for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Host/Host/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.CpuCoreUtilization.Perf,Rule,CPU Core (in %) (Performance DB DW),Collects percentage of CPU utilization per CPU core for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalOutgoingNetworkBandwidthConsumption.Perf,Rule,Overall Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalOutgoingNetworkBandwidthConsumption.Perf,Rule,Overall Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalOutgoingNetworkBandwidthConsumption.Perf,Rule,Overall Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalOutgoingNetworkBandwidthConsumption.Perf,Rule,Overall Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalOutgoingNetworkBandwidthConsumption.Perf,Rule,Overall Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalOutgoingNetworkBandwidthConsumption.Perf,Rule,Overall Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.TotalOutgoingNetworkBandwidthConsumption.Perf,Rule,Overall Outgoing Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for outgoing network traffic on all network interfaces for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.IncomingNetworkBandwidthConsumption.Perf,Rule,Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.IncomingNetworkBandwidthConsumption.Perf,Rule,Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.IncomingNetworkBandwidthConsumption.Perf,Rule,Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.IncomingNetworkBandwidthConsumption.Perf,Rule,Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.IncomingNetworkBandwidthConsumption.Perf,Rule,Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.IncomingNetworkBandwidthConsumption.Perf,Rule,Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Host/Property[Type=""Comtrade.F5.BigIp.NodeNetworkInterfaceGroup""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DeviceNIC.IncomingNetworkBandwidthConsumption.Perf,Rule,Incoming Network Bandwidth Consumption Delta (in Mbits) (Performance DB DW),Collects bandwidth consumption in Mbits for incoming network traffic for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUtilization.Perf,Rule,Used Memory (in %) (Performance DB DW),Collects amount of used memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUtilization.Perf,Rule,Used Memory (in %) (Performance DB DW),Collects amount of used memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUtilization.Perf,Rule,Used Memory (in %) (Performance DB DW),Collects amount of used memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUtilization.Perf,Rule,Used Memory (in %) (Performance DB DW),Collects amount of used memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUtilization.Perf,Rule,Used Memory (in %) (Performance DB DW),Collects amount of used memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUtilization.Perf,Rule,Used Memory (in %) (Performance DB DW),Collects amount of used memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.MemoryUtilization.Perf,Rule,Used Memory (in %) (Performance DB DW),Collects amount of used memory (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUsage.Perf,Rule,Free Disk Space (in MB) (Performance DB DW),Collects amount of free space per disk in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUsage.Perf,Rule,Free Disk Space (in MB) (Performance DB DW),Collects amount of free space per disk in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUsage.Perf,Rule,Free Disk Space (in MB) (Performance DB DW),Collects amount of free space per disk in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUsage.Perf,Rule,Free Disk Space (in MB) (Performance DB DW),Collects amount of free space per disk in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUsage.Perf,Rule,Free Disk Space (in MB) (Performance DB DW),Collects amount of free space per disk in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUsage.Perf,Rule,Free Disk Space (in MB) (Performance DB DW),Collects amount of free space per disk in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskUsage.Perf,Rule,Free Disk Space (in MB) (Performance DB DW),Collects amount of free space per disk in megabytes for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUtilization.Perf,Rule,Free Disk Partition Space (in %) (Performance DB DW),Collects amount of free space per disk partition (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUtilization.Perf,Rule,Free Disk Partition Space (in %) (Performance DB DW),Collects amount of free space per disk partition (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Device.DiskPartitionUtilization.Perf,Rule,Free Disk Partition Space (in %) (Performance DB DW),Collects amount of free space per disk partition (in percentages) for a BIG-IP device and stores data to OpsMgr and DataWarehouse databases.,UseCache,bool,TRUE,,
